director_id,movie_id
1322,67675
1323,67913
1324,68179
1,68718
483,68721
101,68722
1042,68724
288,68726
53,68727
151,68728
1107,68734
1040,68735
1325,68737
1326,68812
45,68924
531,69668
766,70074
463,70160
50,70435
198,70436
1327,70478
1328,70829
688,70868
28,70981
1329,71469
930,71552
931,71552
346,71676
347,71676
111,71679
866,71688
1330,71859
626,71880
1331,72105
83,72113
246,72190
530,72197
1332,72197
709,72207
988,72213
606,72331
729,72358
793,72387
1333,72431
1196,72545
571,72559
1334,72570
1335,72571
1336,72571
216,72710
24,72976
1337,73191
1338,73247
263,73567
1339,73873
104,73937
218,74465
323,74534
1340,74643
1208,74725
543,75174
711,75531
1078,75612
1139,75638
324,75656
1341,75674
1342,75674
308,75780
1343,75900
1344,76025
321,76163
21,76170
1344,76203
1007,76285
1345,76338
593,76341
730,76487
145,76489
146,76489
1346,76492
135,76493
845,76494
1102,76617
111,76649
1347,76726
163,76757
164,76757
274,77016
1348,77174
747,77174
1349,77866
447,77877
1350,77883
50,77930
675,77931
1351,77948
1352,77949
1353,77950
1354,77951
798,77951
1053,77987
1355,78149
1356,78149
896,78383
1357,78394
1358,78394
426,78698
1359,79120
1360,79316
1361,79316
1362,79694
1363,79777
1364,80035
247,80274
1365,80278
226,80321
258,80321
259,80321
359,80585
173,81005
1366,81188
1367,81390
1368,81796
1369,81796
40,81836
1370,82505
585,82507
221,82525
1371,82532
1372,82532
863,82650
961,82654
1315,82675
1373,82679
1067,82682
513,82687
1374,82690
371,82693
1229,82695
104,82696
195,82700
741,82702
327,82703
1335,82990
1336,82990
163,83542
164,83542
35,83542
120,83666
1375,83686
1376,83686
180,83770
1377,84174
1378,84175
1379,84200
1380,84329
1381,84332
1382,84355
1383,84401
1384,84892
26,85350
1385,85446
1386,86825
394,86829
39,86829
131,86834
580,86837
570,86838
25,87093
1345,87101
423,87421
944,87428
1387,87499
7,87502
1388,87567
268,87729
1389,87818
1390,87818
1391,87818
1392,87818
482,87818
1228,87818
772,87818
506,87818
1127,87818
1393,87818
146,87818
360,87818
45,87827
1394,88005
1291,88036
683,88042
1395,88641
1207,88751
14,88794
475,89492
1396,89750
1397,91070
31,91314
1398,92182
29,92182
26,92591
1072,93456
1073,93456
1399,94329
329,94348
1400,96399
128,96721
1401,97020
1238,97367
1402,97370
1403,97430
1165,97614
587,97630
213,98357
1227,98566
1020,99861
145,100042
146,100042
1404,100241
332,100402
333,100402
1405,101173
1406,101267
1407,101267
509,101299
344,102382
1408,102651
305,102899
1409,103620
1410,103663
1319,103731
417,104755
1411,105864
34,106646
2,106747
1412,107811
1413,107811
429,107846
197,107985
1414,108346
28,109091
375,109410
1415,109414
1416,109414
1417,109417
626,109418
50,109421
408,109424
1418,109428
895,109431
590,109443
650,109445
1419,109445
1420,109451
1421,109451
312,109491
1422,109513
1423,109513
966,109729
1424,110415
1425,111190
110,112949
177,113464
1426,113947
1427,114150
1428,115210
1429,116149
1430,116613
121,116711
306,116741
532,116745
1431,116977
124,117251
362,117263
1228,118340
1304,118452
316,119283
518,119450
120,120467
1432,121826
1433,122081
41,122917
813,123553
1434,123678
1435,123678
1436,123678
1437,124459
1438,126319
1439,126319
1440,126319
321,127493
1441,127560
173,127585
1442,129139
396,129670
527,130150
509,131631
509,131634
1443,132232
26,132344
1136,132363
133,133694
72,133805
31,134374
1444,134411
1381,135397
1349,136400
1213,136795
1342,136797
1445,136835
244,137093
745,137094
1096,137106
1097,137106
219,137113
1446,137321
1447,138103
660,138832
56,138843
1448,139038
1449,139948
1450,139948
1257,140300
1451,140300
804,140823
274,144336
77,144340
1317,145220
1027,146198
1452,146203
1453,146227
1239,146233
1267,146238
1454,146239
458,146304
28,147441
1455,147773
1456,147773
158,150540
745,150689
1050,152532
357,152599
134,152601
1457,152737
1458,152742
1270,152747
441,152760
1130,153158
1459,153518
1460,153518
362,156022
27,157336
292,157350
1461,157353
1462,157386
346,157544
1463,157547
62,157841
740,157847
1149,157849
469,158011
1464,158015
369,158852
1346,159824
40,160588
267,162903
1129,164457
1347,166424
1465,167073
56,168259
355,168530
371,168672
890,168705
1466,169917
537,170687
1467,170687
101,171274
320,171424
256,172385
1468,172391
922,174751
1469,175528
1470,175541
1079,175574
1471,176124
1272,177572
915,177572
308,177677
1472,179144
1303,181283
306,181533
355,184098
482,184315
1473,185008
1096,187017
1097,187017
285,188207
678,188927
14,190859
1250,190955
1474,191714
143,192102
1475,192136
950,192141
581,193610
471,193613
460,193756
792,193893
17,194662
709,195589
1184,196867
1042,198184
515,198185
494,198277
1476,198663
1477,199373
1478,199933
257,200505
297,201088
33,203801
113,204082
1479,204922
76,205220
365,205584
502,205587
1480,205596
128,205775
8,206647
620,208134
253,209112
1481,209274
1482,209403
14,209451
150,210577
304,210860
1072,211672
1483,211672
1484,211954
1331,214756
1485,216015
1287,216282
1486,217708
1487,218043
717,218778
1104,222899
1488,222935
218,222936
226,223702
486,223702
301,224141
1489,225565
728,225574
514,225886
1490,226486
1230,226857
563,227156
944,227159
1363,227306
1491,227348
1492,227707
1493,227719
1080,227735
1295,227973
59,228066
274,228150
544,228161
1494,228165
110,228194
883,228205
1495,228326
1415,228967
1416,228967
1050,228970
1496,230266
114,231576
642,232672
519,232679
1497,234212
1498,235260
791,236751
1499,238603
598,238615
1464,238636
1500,239563
1501,239571
1454,239573
306,239678
10,240832
1270,241239
329,241251
1502,241254
1317,241259
728,241554
910,241771
1503,242095
1504,242512
1505,242582
1104,243938
1506,243940
1507,244783
1508,244786
1319,245703
1509,245846
1056,245916
336,246403
173,246655
1510,249164
1511,250124
1512,250349
706,250546
1513,251321
802,252512
1514,252680
1515,252680
74,253235
402,253331
1349,253412
1196,254128
1390,254470
1516,254473
420,254904
1517,255343
1518,256040
950,256274
610,256591
611,256591
1519,256917
1520,256924
683,256961
1521,256962
1522,257088
1523,257091
303,257211
183,257344
784,257445
186,258489
56,259693
1524,259694
1315,260346
1129,261023
641,262500
641,262504
1525,264644
556,264656
1526,264660
1527,264999
588,266396
459,266647
1528,266856
1529,267860
24,267935
323,268238
513,268920
1530,270303
394,270487
39,270487
491,270946
259,270946
332,271110
333,271110
475,271718
606,271969
1531,272693
793,272878
1,273248
1239,273481
1532,273895
124,273899
944,274167
371,274479
529,274854
375,276907
468,277216
1533,277685
326,278927
1534,280092
17,281957
1535,283445
1536,284293
1537,284293
1310,284536
7,285783
1,285923
2,285923
1252,285923
197,285923
320,285923
417,285923
28,286217
1380,286565
1538,287424
1539,287903
1516,287948
1540,290595
945,290751
336,290825
1541,291270
1542,291270
571,291805
1543,291870
1544,293646
1545,293660
1546,293863
1476,294254
1547,294272
1457,295964
1548,296096
24,296098
1549,296099
1550,296099
274,297761
195,298312
1551,299245
1552,299245
1553,299687
31,300671
515,300673
1554,301351
1053,301365
1555,301748
1556,301748
1326,302156
1557,302579
1558,302579
845,302688
660,302699
1269,303858
1343,304357
894,306745
362,307081
1499,308531
1016,308639
664,309809
1559,310131
1560,312221
1561,313922
366,314365
1363,314385
76,315664
463,316152
1464,316727
590,318846
1562,318850
1563,319888
730,321258
53,321697
1564,321741
355,323675
1490,323676
52,323677
408,324668
709,325133
1267,325789
1073,328111
1335,328387
1336,328387
1565,328425
1566,329440
532,329833
1567,331190
728,332567
816,333348
1568,333371
576,335778
1569,336004
1570,339408
1544,339984
1571,342521
481,343795
1572,345911
1573,347126
1448,351819
1574,364083
1575,375290
1412,376659
1413,376659
227,417859
