director_id,movie_id
51,2309
7,2310
65,2320
402,2355
289,2359
71,2370
403,2395
404,2395
405,2428
406,2453
118,2454
407,2486
74,2493
219,2501
408,2502
408,2503
409,2539
34,2567
410,2575
221,2604
411,2610
128,2619
412,2621
413,2636
414,2637
40,2639
415,2642
150,2649
416,2652
7,2655
417,2662
365,2666
418,2667
419,2667
420,2669
195,2675
220,2687
95,2698
421,2749
396,2755
69,2756
134,2757
422,2770
423,2787
423,2789
21,2832
409,2898
424,2900
165,2907
425,2925
426,2959
359,2976
427,2977
428,2989
429,3021
267,3033
261,3034
95,3049
430,3050
431,3059
432,3060
433,3062
79,3078
434,3080
435,3082
79,3083
436,3089
437,3089
438,3093
335,3116
34,3131
119,3132
200,3170
116,3170
201,3170
439,3170
440,3170
203,3170
208,3170
106,3172
19,3175
441,3291
382,3482
442,3489
26,3509
443,3512
92,3536
14,3580
119,3594
128,3595
444,3597
445,3600
446,3604
447,3638
448,3682
14,3683
449,3877
450,3902
451,3933
25,3933
303,3981
452,3989
25,4011
453,4012
28,4105
454,4108
324,4108
455,4133
8,4147
8,4148
71,4174
105,4232
105,4233
105,4234
244,4244
456,4248
457,4251
231,4256
231,4257
458,4258
143,4327
459,4347
459,4348
460,4349
461,4379
462,4380
28,4421
57,4442
463,4464
168,4476
464,4477
465,4512
416,4513
148,4515
466,4517
466,4518
467,4523
150,4547
468,4551
469,4553
470,4566
45,4584
471,4597
38,4599
472,4614
197,4638
44,4723
38,4806
438,4824
398,4836
198,4858
167,4858
473,4911
441,4912
150,4922
317,4929
441,4942
394,4944
39,4944
474,4951
148,4958
35,4959
475,4964
476,4967
477,4970
28,4982
101,4995
478,4997
40,5038
479,5123
247,5125
480,5137
481,5172
482,5174
482,5175
21,5176
483,5236
7,5255
484,5279
485,5393
486,5393
487,5393
488,5491
489,5503
490,5550
14,5551
491,5559
492,5559
171,5689
493,5722
494,5723
495,5769
71,5780
496,5820
497,5822
498,5852
71,5854
87,5876
217,5902
499,5915
500,5925
499,5955
501,5966
312,6023
502,6038
257,6068
12,6073
13,6114
503,6116
504,6171
237,6278
505,6282
371,6415
506,6435
507,6439
307,6466
508,6477
509,6479
510,6488
511,6519
80,6520
400,6538
512,6552
513,6557
514,6575
515,6615
185,6639
469,6687
326,6795
516,6877
195,6947
107,6950
475,6957
517,6961
12,6963
303,6964
129,6972
310,6973
394,6977
39,6977
220,6978
518,7191
519,7214
520,7220
521,7278
522,7278
523,7288
524,7299
525,7303
526,7304
510,7305
527,7326
528,7341
101,7345
74,7350
529,7364
530,7443
141,7443
531,7445
532,7446
533,7450
534,7450
329,7451
535,7453
163,7459
164,7459
536,7461
537,7484
538,7484
539,7484
362,7485
540,7501
541,7501
542,7510
298,7512
543,7516
544,7518
545,7518
254,7552
546,7553
547,7735
548,7737
549,7859
550,7870
274,7873
551,7874
552,7913
553,7942
100,7978
246,7979
41,7980
554,8007
548,8009
555,8011
165,8012
30,8046
101,8051
556,8053
57,8054
22,8055
461,8065
2,8068
557,8069
150,8077
62,8078
558,8080
559,8090
560,8095
561,8141
562,8193
382,8195
14,8197
563,8198
564,8202
565,8204
119,8224
219,8247
566,8265
567,8265
568,8271
569,8273
60,8285
132,8291
132,8292
570,8321
571,8328
572,8329
573,8329
220,8337
161,8338
574,8346
256,8355
7,8358
575,8363
576,8367
31,8373
577,8374
569,8386
578,8408
468,8409
111,8413
430,8427
194,8452
579,8456
580,8461
145,8467
146,8467
94,8469
581,8470
165,8487
582,8488
297,8489
191,8536
516,8584
327,8587
538,8587
583,8592
584,8618
67,8619
585,8643
195,8645
586,8656
587,8665
582,8676
588,8681
37,8688
589,8698
590,8699
591,8741
592,8780
593,8810
372,8814
594,8818
595,8831
140,8834
461,8835
596,8836
222,8839
329,8840
597,8842
598,8843
420,8848
599,8849
548,8850
600,8854
601,8859
602,8870
128,8871
603,8872
604,8874
605,8885
606,8909
607,8913
285,8914
544,8916
259,8916
608,8920
609,8922
106,8944
610,8952
611,8952
460,8960
31,8961
32,8963
612,8966
591,8967
613,8968
614,8970
615,8975
616,8976
617,8978
106,8984
72,8988
618,8998
429,8999
619,9003
565,9007
297,9008
180,9009
620,9012
30,9013
229,9016
230,9016
621,9021
225,9023
622,9023
623,9029
624,9030
625,9030
626,9032
510,9036
627,9042
454,9053
628,9067
456,9072
152,9075
74,9087
466,9093
76,9095
629,9100
199,9208
496,9257
630,9266
241,9268
631,9271
632,9273
2,9276
176,9277
251,9279
37,9280
67,9281
633,9285
634,9286
635,9289
636,9289
637,9289
406,9290
334,9291
638,9292
244,9294
639,9297
163,9303
164,9303
382,9306
640,9306
77,9310
111,9312
641,9315
95,9327
563,9331
241,9334
324,9335
425,9336
642,9339
337,9341
192,9342
643,9344
420,9348
285,9350
644,9352
562,9353
593,9355
645,9355
646,9357
98,9358
413,9360
297,9361
647,9362
185,9366
2,9367
648,9372
7,9374
477,9381
152,9383
633,9384
338,9387
527,9388
649,9389
218,9390
532,9398
468,9400
650,9408
651,9408
337,9414
322,9422
652,9424
111,9425
653,9427
120,9428
654,9429
219,9430
113,9437
655,9443
533,9444
534,9444
593,9447
656,9448
583,9452
582,9454
657,9455
328,9457
658,9459
659,9464
108,9469
143,9471
660,9472
375,9476
563,9481
661,9486
243,9487
6,9487
2,9488
662,9489
663,9490
257,9493
365,9495
664,9502
665,9502
657,9504
32,9509
666,9515
212,9516
213,9516
191,9531
634,9532
482,9533
43,9535
336,9541
185,9543
667,9544
285,9548
668,9549
263,9552
669,9557
140,9562
221,9563
32,9566
362,9567
670,9570
26,9571
14,9573
671,9574
58,9576
672,9582
36,9593
673,9594
674,9598
675,9600
676,9607
677,9607
55,9610
626,9614
678,9615
375,9616
679,9618
680,9618
420,9619
199,9620
218,9621
681,9624
55,9626
468,9631
675,9637
359,9641
682,9645
468,9654
683,9655
684,9656
593,9659
392,9662
685,9664
168,9665
686,9667
687,9671
688,9672
396,9675
37,9676
689,9679
690,9682
691,9685
140,9691
184,9693
195,9697
692,9700
264,9701
693,9703
689,9705
590,9718
694,9725
28,9726
694,9728
695,9730
696,9731
31,9737
195,9741
34,9746
697,9754
98,9759
521,9760
522,9760
513,9762
445,9763
698,9766
305,9767
699,9770
107,9772
462,9778
426,9779
700,9781
612,9787
701,9792
702,9794
32,9798
329,9799
85,9800
703,9801
31,9802
576,9804
369,9806
704,9809
705,9813
519,9816
706,9823
707,9824
694,9825
406,9826
408,9829
119,9833
593,9836
708,9837
380,9837
492,9837
633,9842
293,9849
563,9869
709,9870
710,9877
711,9879
38,9880
168,9882
489,9884
145,9889
146,9889
385,9890
532,9894
106,9895
80,9896
712,9899
713,9902
110,9903
714,9906
632,9907
51,9913
293,9919
524,9920
156,9922
32,9923
256,9928
121,9928
43,9932
715,9942
464,9944
595,9946
237,9947
109,9950
716,9952
285,9954
717,9962
718,9963
719,9975
720,9978
569,9981
721,9982
722,9986
511,9988
661,9989
10,9992
563,10003
105,10012
13,10013
723,10014
220,10016
724,10017
359,10022
581,10024
293,10025
324,10027
725,10028
460,10029
726,10030
588,10045
10,10047
329,10048
95,10052
321,10053
2,10054
531,10060
220,10061
727,10065
728,10066
729,10067
144,10068
730,10069
241,10072
521,10073
522,10073
595,10077
731,10090
579,10092
722,10096
732,10117
285,10131
221,10132
733,10135
734,10136
327,10137
326,10138
133,10139
350,10140
735,10147
736,10152
106,10153
261,10156
460,10159
52,10160
631,10163
426,10184
737,10185
653,10186
738,10187
739,10188
740,10189
741,10191
742,10191
743,10192
744,10193
745,10195
195,10196
301,10197
229,10198
230,10198
746,10199
747,10199
585,10200
305,10201
359,10202
642,10204
498,10207
508,10208
661,10215
748,10217
219,10218
561,10220
749,10225
359,10229
750,10246
751,10269
752,10281
753,10283
754,10285
755,10288
756,10306
757,10307
95,10312
758,10313
759,10314
120,10315
441,10316
740,10317
760,10320
761,10327
510,10329
565,10330
578,10331
751,10333
762,10336
763,10339
336,10358
357,10362
400,10364
764,10366
765,10368
444,10375
370,10377
723,10384
766,10384
767,10385
369,10386
50,10388
594,10397
115,10398
768,10400
743,10402
313,10414
421,10425
769,10426
51,10428
770,10431
34,10436
771,10439
576,10448
613,10461
772,10471
551,10476
285,10477
473,10478
467,10481
111,10483
773,10488
774,10488
775,10490
776,10501
777,10501
46,10514
722,10521
221,10523
258,10527
259,10527
33,10528
778,10530
779,10530
780,10533
28,10534
221,10537
781,10545
782,10545
783,10550
776,10555
224,10555
784,10555
785,10557
559,10559
584,10560
786,10564
787,10567
788,10567
759,10571
789,10577
790,10585
52,10586
482,10589
791,10590
792,10591
559,10592
355,10611
372,10623
565,10625
119,10629
263,10632
468,10634
793,10637
794,10643
795,10646
586,10647
10,10656
796,10658
626,10661
642,10663
572,10664
573,10664
221,10673
797,10674
798,10674
799,10676
359,10678
6,10681
800,10683
168,10684
630,10691
801,10696
802,10707
772,10708
450,10712
255,10715
803,10718
326,10719
14,10724
119,10731
804,10733
805,10734
327,10756
806,10758
807,10760
808,10761
360,10762
246,10764
109,10774
385,10776
36,10782
634,10796
152,10802
809,10803
772,10808
221,10858
810,10861
781,10865
782,10865
561,10866
811,10871
558,10873
668,10876
372,10877
626,10878
257,10890
812,10894
205,10895
207,10895
813,10923
814,10925
815,10935
193,10944
816,10950
817,10956
469,10972
818,10982
819,10982
820,10982
821,10987
822,10991
823,10991
824,10992
327,10996
144,10998
825,10999
671,11001
306,11007
826,11013
595,11015
543,11022
612,11023
285,11026
37,11033
581,11036
827,11042
34,11051
828,11058
829,11066
261,11072
87,11086
792,11090
399,11091
830,11093
831,11096
832,11113
833,11128
834,11129
38,11130
835,11132
661,11141
43,11153
836,11165
55,11165
837,11165
143,11170
415,11172
838,11186
839,11202
59,11208
840,11212
511,11217
71,11219
329,11228
841,11237
76,11240
842,11247
843,11249
288,11253
268,11257
844,11258
729,11260
601,11282
845,11283
628,11284
399,11287
255,11298
40,11302
350,11306
447,11313
284,11321
297,11322
50,11323
34,11324
18,11336
609,11351
841,11357
846,11358
847,11361
576,11362
848,11363
595,11370
385,11371
473,11375
667,11377
172,11386
849,11395
850,11397
851,11398
591,11400
852,11404
853,11411
285,11412
89,11426
145,11431
146,11431
83,11439
854,11442
855,11451
856,11452
857,11453
858,11456
743,11459
105,11460
568,11468
859,11470
329,11478
825,11495
37,11507
860,11516
861,11517
24,11519
582,11529
763,11536
145,11543
146,11543
741,11544
742,11544
120,11545
255,11551
378,11560
40,11561
862,11565
233,11576
153,11577
410,11586
188,11592
105,11596
37,11600
304,11601
594,11615
179,11618
863,11619
747,11619
864,11620
865,11620
425,11622
40,11624
866,11631
867,11632
633,11635
251,11637
868,11638
37,11644
869,11648
870,11661
334,11665
871,11667
192,11678
363,11679
578,11683
721,11688
872,11690
647,11692
873,11697
716,11699
362,11702
39,11775
815,11778
438,11780
874,11798
875,11802
720,11804
223,11812
697,11823
24,11831
56,11835
876,11836
877,11843
399,11858
263,11863
554,11866
306,11870
34,11873
878,11876
879,11892
14,11901
880,11917
881,11918
307,11932
882,11967
630,11968
281,11969
420,11973
13,11975
43,11977
883,11978
884,11979
885,11980
886,12088
306,12090
620,12094
199,12100
113,12103
151,12106
334,12107
887,12109
28,12113
888,12120
489,12123
590,12133
889,12138
890,12142
534,12144
891,12149
858,12150
456,12153
25,12155
105,12158
892,12159
504,12160
587,12162
131,12163
893,12177
894,12182
895,12193
192,12201
896,12211
897,12212
74,12220
171,12227
286,12228
287,12228
898,12244
254,12257
458,12277
2,12279
899,12281
199,12289
423,12403
26,12404
53,12405
108,12412
900,12437
901,12498
313,12508
261,12535
298,12569
394,12573
39,12573
714,12589
145,12610
146,12610
58,12618
902,12620
903,12634
904,12657
905,12690
906,12704
907,12763
829,12771
33,12779
908,12819
909,12819
910,12837
911,12901
912,13001
913,13006
578,13025
568,13027
554,13051
914,13053
915,13053
916,13056
237,13064
917,13067
918,13072
919,13075
920,13090
921,13092
922,13150
825,13154
923,13155
253,13183
924,13184
925,13184
926,13191
927,13197
14,13223
928,13279
929,13282
930,13335
931,13335
932,13342
933,13362
934,13370
935,13374
442,13389
936,13408
937,13435
128,13448
938,13460
260,13475
461,13476
939,13483
458,13490
940,13495
671,13496
941,13497
942,13501
943,13508
701,13515
944,13523
438,13536
945,13537
379,13596
639,13600
683,13680
120,13685
946,13700
947,13700
948,13751
949,13788
521,13805
522,13805
33,13809
365,13811
950,13812
951,13820
952,13827
683,13836
953,13856
954,13856
955,13888
873,13909
956,13920
561,13922
37,13937
957,13938
231,13948
846,13950
958,13960
674,13967
959,13972
960,13973
961,13990
962,13991
963,13996
964,14012
965,14024
937,14047
966,14112
608,14113
967,14139
968,14144
158,14160
124,14161
634,14164
969,14175
725,14177
970,14181
971,14191
2,14199
972,14256
973,14271
974,14275
975,14278
976,14278
977,14283
922,14292
104,14306
978,14324
113,14325
979,14337
980,14351
981,14359
982,14369
983,14369
671,14396
675,14405
544,14411
984,14411
985,14425
986,14429
987,14434
789,14435
988,14438
989,14442
990,14444
991,14444
992,14451
85,14462
993,14517
994,14536
772,14560
995,14574
918,14578
64,14623
996,14631
804,14635
766,14729
910,14736
934,14799
768,14811
997,14836
998,14844
999,14846
1000,14854
328,14869
1001,14873
1002,15005
64,15028
1003,15037
1004,15037
1005,15049
766,15070
851,15074
346,15092
347,15092
46,15121
1006,15158
50,15186
1007,15189
189,15198
1008,15256
372,15268
593,15301
94,15301
24,15301
255,15301
1009,15373
891,15487
226,15512
784,15512
330,15568
1010,15624
1011,15644
761,15647
1012,15655
621,15673
653,15699
1013,15708
326,15745
673,15797
873,15875
234,15927
73,15992
1014,16052
1015,16072
514,16148
1016,16158
132,16161
458,16162
1017,16172
1018,16222
941,16232
578,16281
1019,16288
620,16290
1020,16320
1021,16323
166,16337
1022,16340
1023,16353
1024,16353
1025,16363
629,16406
134,16523
501,16538
470,16558
1026,16564
863,16577
1027,16608
575,16614
285,16617
1028,16620
313,16643
1029,16651
1030,16690
1031,16690
867,16727
350,16769
1032,16781
293,16784
1033,16866
1034,16866
1035,16866
1,16869
151,16871
829,16888
1036,16911
296,16995
691,16996
1037,17047
1038,17113
584,17127
663,17130
285,17134
1032,17202
1039,17264
864,17277
459,17332
82,17339
525,17379
1040,17431
1041,17436
24,17578
43,17610
1042,17654
1043,17707
1044,17708
1045,17711
74,17813
1046,17820
734,17834
525,17880
1047,17917
1048,17926
7,17979
330,18041
462,18126
222,18162
1049,18206
78,18239
513,18240
583,18254
1050,18320
306,18360
1051,18405
1052,18475
32,18487
346,18501
347,18501
1053,18533
1054,18550
826,18615
1055,18712
1056,18734
1057,18736
1058,18777
633,18785
324,18823
1059,18892
84,18900
964,18923
988,18925
507,18937
138,18947
1060,19084
8,19255
40,19265
1061,19405
1062,19585
1063,19898
1064,19899
1065,19901
1066,19901
1067,19908
98,19912
344,19913
92,19959
564,19994
69,19995
1068,19997
1069,20009
172,20024
1070,20178
1071,20337
1018,20337
1072,20352
1073,20352
1074,20391
1075,20483
1076,20483
1077,20483
212,20504
213,20504
1078,20526
1079,20533
831,20616
28,20662
729,20697
1080,20737
473,20761
140,20763
1081,20764
1027,20766
1082,20794
475,20829
986,20856
729,20857
461,20943
728,21208
868,21301
1083,21334
1084,21345
525,21349
1085,21525
1086,21610
1087,21612
1088,21755
84,22013
289,22074
76,22215
1089,22256
45,22267
1090,22301
1091,22301
1092,22301
884,22314
750,22345
197,22538
1093,22556
1094,22597
1095,22649
689,22787
1096,22794
1097,22794
271,22796
1098,22798
468,22803
1099,22804
577,22821
1100,22824
44,22825
198,22832
804,22881
1101,22894
303,22897
1102,22907
527,22947
856,22949
14,22954
1103,22970
110,22971
408,22972
1104,23048
293,23049
1105,23082
1106,23082
1107,23168
251,23172
153,23330
1108,23367
430,23398
734,23479
398,23483
253,23629
2,23631
1109,23631
997,23685
1110,23706
1111,23730
336,23742
938,23759
1112,23827
1113,23963
416,24021
1114,24066
1115,24100
462,24113
1116,24137
417,24150
548,24206
109,24226
1117,24227
1118,24264
1119,24266
77,24418
641,24420
1020,24428
1120,24432
1121,24432
1122,24432
415,24438
1123,24469
721,24662
1124,24684
1125,24746
1126,24748
662,24803
565,24940
109,24961
90,24973
1127,25066
2,25132
1128,25166
769,25186
411,25195
1129,25196
1046,25209
1130,25376
894,25461
1131,25520
1132,25643
224,25704
1133,25719
1134,25763
1135,25784
1136,25793
1137,25941
1138,26022
410,26039
1134,26268
974,26306
456,26352
268,26371
1139,26388
588,26389
362,26390
342,26428
956,26602
1140,26672
1141,26688
1142,26748
1143,26791
1144,26899
1145,27004
244,27022
1146,27023
89,27029
1147,27191
27,27205
1148,27549
623,27569
582,27573
563,27576
269,27578
1149,27579
590,27581
321,27582
283,27585
1150,27586
1151,27759
1152,27759
62,27936
867,28005
1153,28053
1154,28089
110,28178
748,28211
1155,28260
1063,28355
75,28580
768,28932
1156,29076
1157,29146
1158,29193
529,29427
153,29715
1159,29912
193,29963
432,29996
1160,30128
1161,30315
166,30497
1162,30943
1163,30973
222,31005
1164,31175
759,31246
1165,31668
1166,31867
166,31909
382,31915
432,32275
888,32316
1167,32456
183,32657
709,32823
38,32856
1168,33155
1169,33157
1007,33217
868,33644
178,33667
20,33676
115,33870
221,33909
1170,34016
840,34086
79,34106
1171,34314
1172,34341
508,34549
1016,34563
107,34584
1173,34647
1174,34769
1175,34806
345,34813
471,34851
1176,35019
1177,35032
306,35056
1178,35073
223,35169
1032,35688
111,35791
1179,36046
607,36047
1180,36355
1181,36419
192,36557
288,36586
334,36593
350,36643
589,36647
949,36648
173,36657
173,36658
482,36668
363,36669
339,36670
540,36691
541,36691
57,36819
69,36955
1182,37003
414,37003
231,37137
67,37165
58,37233
1183,37495
260,37686
157,37710
8,37724
1184,37735
1185,37786
150,37799
461,37821
21,37834
1186,37931
691,37950
598,37958
1016,37964
1187,38050
258,38055
1188,38073
1189,38117
281,38153
542,38167
683,38303
642,38317
740,38319
1101,38321
862,38322
31,38356
139,38357
1190,38358
219,38363
626,38365
1191,38415
172,38448
309,38541
516,38579
1192,38665
784,38745
1193,38757
914,38757
189,38778
263,38985
1194,39013
722,39141
1195,39209
306,39254
77,39451
791,39486
575,39513
641,39514
50,39538
1196,39691
1197,39781
800,39800
1198,39806
1199,39833
1200,39895
511,39939
888,40001
521,40264
522,40264
1047,40494
1201,40688
1202,40794
16,40805
961,40807
165,41154
1203,41210
1204,41210
253,41216
571,41233
883,41283
518,41402
1205,41436
1099,41439
105,41446
1206,41479
675,41513
1207,41515
257,41630
633,41733
108,41823
1208,42151
646,42188
1209,42297
1126,42345
1210,42618
125,42684
126,42684
26,42807
409,42888
1211,42889
1212,42889
1213,43074
873,43266
174,43306
168,43347
390,43434
310,43539
1046,43546
701,43593
1214,43595
1215,43610
1216,43839
90,43884
549,43923
1217,43923
105,43931
1218,43933
276,43935
1219,43942
1220,43942
933,43942
895,43942
648,43942
1221,43942
1222,43947
74,43949
965,43959
1223,44009
950,44040
32,44048
1224,44113
53,44115
370,44147
131,44214
394,44264
39,44264
128,44564
14,44603
957,44634
278,44638
911,44639
1225,44754
34,44826
460,44833
1226,44835
12,44896
192,44912
1227,44943
553,44945
1228,45132
633,45243
1229,45269
1230,45272
371,45317
1231,45324
246,45610
1040,45612
1232,45649
1233,45658
616,46138
1234,46146
256,46195
1235,46261
1236,46332
1237,46528
568,46529
1238,46705
1239,46738
1240,46829
1241,46838
1242,46849
312,46889
1243,46989
1244,47088
1245,47088
789,47327
1246,47502
1247,47607
936,47816
1248,47889
839,47890
124,47933
1249,47941
554,47964
1250,48034
728,48138
429,48171
18,48231
323,48289
285,48309
1251,48340
336,48572
145,48988
146,48988
1252,49010
243,49013
1253,49013
1254,49017
56,49018
1255,49021
792,49022
27,49026
470,49040
184,49047
536,49049
41,49051
1256,49081
1257,49444
108,49471
875,49519
742,49519
502,49520
253,49521
641,49524
304,49526
1258,49527
6,49529
216,49530
398,49538
612,49730
680,49852
200,49948
1259,49948
1260,49948
1261,49948
1262,49948
778,49948
1263,49948
1264,49948
1265,49950
1266,50014
618,50035
380,50321
1267,50348
1268,50357
508,50359
459,50456
1184,50544
626,50546
285,50601
267,50620
610,50646
611,50646
1009,50647
887,50725
1269,50780
1270,50839
1271,50875
1272,51162
1273,51162
678,51497
895,51540
807,51588
1124,51828
1274,51942
1275,52015
514,52449
111,52451
1276,52520
1277,52520
1278,53182
1279,53457
1280,54054
260,54138
571,54518
1281,54580
1282,54897
922,55123
743,55301
1283,55347
1284,55420
1285,55465
1286,55604
78,55720
1213,55721
1287,55779
509,55787
2,56288
369,56292
1288,56601
1289,56666
1290,57089
1291,57119
527,57157
41,57158
1227,57165
12,57201
24,57212
1292,57214
740,57431
1293,57612
1294,57800
1295,57800
515,58151
565,58224
1116,58233
1296,58428
691,58431
33,58574
1297,58595
1298,58680
525,58882
482,59108
40,59436
922,59440
1299,59678
1300,59728
579,59859
1301,59860
1302,59861
1303,59961
143,59962
132,59965
1088,59967
1304,59968
1305,59981
992,60304
863,60307
112,60308
148,60309
1306,60420
1307,60422
1308,60599
1309,61012
108,61752
1310,61791
124,61891
1311,61984
1312,62177
1313,62177
708,62177
240,62204
1067,62206
1314,62211
25,62213
25,62214
9,62215
363,62630
1142,62676
598,62764
1315,62835
1080,62837
38,62838
867,63020
1316,63492
1317,64328
374,64639
129,64682
22,64685
1318,64686
1096,64688
1097,64688
465,64689
1053,64690
1319,64720
334,64807
98,65055
396,65057
1320,65086
1321,65203
150,65754
593,65759
355,67660
