director_name,director_id
Fernando Leu00f3n de Aranoa,1281
David Evans ,1282
Mike Mills,1283
Mike Cahill,1284
Todd Strauss-Schulson,1285
Jack Conway,1286
Steven Quale,1287
William Dear,1288
Khalid Mohammed,1289
Mike Disa,1290
Salim Akil,1291
Nima Nourizadeh,1292
Jean-Jacques Mantello,1293
Mike Thurmeier,1294
Steve Martino,1295
Ti West,1296
Rupert Sanders,1297
Daisy von Scherler Mayer,1298
Joe Cornish,1299
Rick Bieber,1300
Thomas Bezucha,1301
Tom Hanks,1302
Daniel Espinosa,1303
Jesse Peretz,1304
Dan St. Pierre,1305
Drake Doremus,1306
Sam Levinson,1307
Nicholas Jarecki,1308
Michael J. Bassett,1309
Rupert Wyatt,1310
Takashi Yamazaki,1311
Mark Andrews,1312
Steve Purcell,1313
Dan Scanlon,1314
Olivier Megaton,1315
Mark Mylod,1316
James Bobin,1317
Carl Rinsch,1318
Jeff Nichols,1319
James Watkins,1320
Harry Beaumont,1321
Kevin Tancharoen,1322
John Michael McDonagh,1323
Callan Brunker,1324
Sergei Bodrov,1325
Ariel Vromen,1326
Al Silliman Jr.,1327
Shim Hyung-Rae,1328
Chris Gorak,1329
Lynne Ramsay,1330
Seth MacFarlane,1331
Jeff Newitt,1332
Anthony Hemingway,1333
Michael Sucsy,1334
Ariel Schulman,1335
Henry Joost,1336
Emile Ardolino,1337
Allan Arkush,1338
Rodrigo Garcu00eda,1339
Michel Hazanavicius,1340
Mike McCoy,1341
Scott Waugh,1342
Simon Curtis,1343
Steve McQueen,1344
Alan Taylor,1345
Genndy Tartakovsky,1346
Josh Trank,1347
Chris Butler,1348
Baltasar Kormu00e1kur,1349
Ole Bornedal,1350
Mabrouk El Mechri,1351
Nick Murphy ,1352
David Soren,1353
Neil Nightingale,1354
Arthur Hiller,1355
Alan Smithee,1356
Pascal Vuong,1357
Ronan Chapalain,1358
Andrew Haigh,1359
Matt Bettinelli-Olpin,1360
Tyler Gillett,1361
Todd Lincoln ,1362
Angelina Jolie,1363
Akiva Schaffer,1364
Juan Antonio Bayona,1365
Peter Ramsey,1366
Julian Gilbey,1367
Stephen St. Leger,1368
James Mather,1369
Mark Tonderai,1370
Jay Duplass,1371
Mark Duplass,1372
Josh Schwartz,1373
Rich Moore,1374
Brian Klugman,1375
Lee Sternthal,1376
Leslye Headland,1377
Benh Zeitlin,1378
Jamie Travis,1379
Jake Schreier,1380
Colin Trevorrow,1381
Lynn Shelton,1382
Joseph Dorman,1383
Stephen Chbosky,1384
Scott Speer,1385
Park Chan-wook,1386
Zal Batmanglij,1387
Justin Zackham,1388
Jonathan van Tulleken,1389
Elizabeth Banks,1390
James Duffy,1391
Will Graham,1392
Patrik Forsberg,1393
Lorene Scafaria,1394
Floyd Mutrux,1395
Lu00e9a Pool,1396
Kat Coiro,1397
Laura Lau,1398
Gareth Evans,1399
Dean Wright,1400
Josu00e9 Padilha,1401
Jonathan Glazer,1402
RZA,1403
Stuart Beattie,1404
Ralph Fiennes,1405
Jane Lipsitz,1406
Dan Cutforth,1407
Robert Stromberg,1408
Franck Khalfoun,1409
Thomas Vinterberg,1410
Peter Sohn,1411
Jon Lucas,1412
Scott Moore,1413
Eric Styles,1414
Seth Rogen,1415
Evan Goldberg,1416
Benson Lee,1417
Fede Alvarez,1418
Jennifer Lee,1419
Cody Cameron,1420
Kris Pearn,1421
Dax Shepard,1422
David Palmer,1423
Bong Joon-ho,1424
Anne Fontaine,1425
Ben Lewin,1426
Jason Moore,1427
Conor McMahon,1428
Paul King,1429
Nick Love,1430
Lawrence Kasanoff,1431
Dustin Hoffman,1432
Harmony Korine,1433
Christine Cynn,1434
Anonymous,1435
Joshua Oppenheimer,1436
Don Scardino,1437
Benjamin Renner,1438
Stu00e9phane Aubier,1439
Vincent Patar,1440
Jonathan Teplitzky,1441
Maggie Carey,1442
Andy Muschietti,1443
Ric Roman Waugh,1444
Sam Miller,1445
Akiva Goldsman,1446
Patrick Hughes,1447
Michael Tiddes,1448
Brenna Sanchez,1449
Tom Putnam,1450
Alessandro Carloni,1451
Ed Gass-Donnelly,1452
Courtney Solomon,1453
Ken Scott,1454
Jim Rash,1455
Nat Faxon,1456
John Wells,1457
Giuseppe Tornatore,1458
Fergal Reilly,1459
Clay Kaytis,1460
Wally Pfister,1461
James Ponsoldt,1462
Mike Flanagan,1463
James DeMonaco,1464
John Crowley,1465
Scott Frank,1466
Graham Annable,1467
Anthony Silverston,1468
David E. Talbert,1469
Kasi Lemmons,1470
David Boyd,1471
Paolo Sorrentino,1472
Ayan Mukherjee,1473
Ritesh Batra,1474
Justin Chadwick,1475
Wes Ball,1476
Scott Walker,1477
James Manera,1478
Rowan Joffe,1479
Morten Tyldum,1480
Paweu0142 Pawlikowski,1481
Jason Bateman,1482
Kyle Balda,1483
Eugenio Derbez,1484
Sam Taylor-Johnson,1485
Benedikt Erlingsson,1486
Vic Armstrong,1487
Josh Boone,1488
Tom Gormican,1489
Ben Falcone,1490
Christopher B. Landon,1491
Jonathan Newman,1492
Dean Israelite,1493
Paul Tibbitt,1494
Jorge R. Gutierrez,1495
Liv Ullmann,1496
Will Canon,1497
Christopher Spencer,1498
Dave Green,1499
Theodore Melfi,1500
Michael Hoffman,1501
Brian A Miller,1502
William Eubank,1503
Stiles White,1504
Dan Gilroy,1505
David Gelb,1506
Kate Barker-Froyland,1507
Damien Chazelle,1508
Kim Farrant,1509
R.J. Cutler,1510
Marielle Heller,1511
Eric Lavaine,1512
Claudia Llosa,1513
Andrew Erwin,1514
Jon Erwin,1515
Camille Delamarre,1516
Andrea Di Stefano,1517
S.S. Rajamouli,1518
Russell Crowe,1519
Dan Fogelman,1520
Alejandro Monteverde,1521
Ericson Core,1522
Etan Cohen,1523
Christian Ditter,1524
Lenny Abrahamson,1525
Alex Garland,1526
Gregory Jacobs,1527
James Marsh,1528
Babak Najafi,1529
David Robert Mitchell,1530
Ari Sandel,1531
Ava DuVernay,1532
Levan Gabriadze,1533
Leigh Whannell,1534
Ciaran Foy,1535
Wash Westmoreland,1536
Richard Glatzer,1537
Henry Hobson,1538
Michael Dougherty,1539
Cedric Nicolas-Troyan,1540
Charlie Kaufman,1541
Duke Johnson,1542
Dan Mazer,1543
Patricia Riggen,1544
Tim Miller,1545
Lee Toland Krieger,1546
David Lowery,1547
Thea Sharrock,1548
Jonathan M. Goldstein,1549
John Francis Daley,1550
Chris Lofing,1551
Travis Cluff,1552
J Blakeson,1553
Max Joseph,1554
Jonathan Silverman,1555
Jennifer Finnigan,1556
Valerie Red-Horse,1557
Jennifer Wynne Farmer,1558
Robert Eggers,1559
Ryan Coogler,1560
Jeremy Saulnier,1561
Cyrus Nowrasteh,1562
Dexter Fletcher,1563
Peter Landesman,1564
Joel Edgerton,1565
Jason Zada,1566
Jerry Jameson,1567
Dan Trachtenberg,1568
Scott Mann,1569
Nate Parker,1570
Peter Atencio,1571
David F. Sandberg,1572
Harold Cronk,1573
Robert Fontaine,1574
Raja Menon,1575
