Actor,gender,actor_id
Nina Young,Female,7169
Terence Bayler,Unspecified,7170
Simon Fisher-Becker,Unspecified,7171
Derek Deadman,Unspecified,7172
Ray Fearon,Male,7173
Eleanor Columbus,Unspecified,7174
Ben Borowiecki,Unspecified,7175
Danielle Tabor,Unspecified,7176
Leilah Sutherland,Unspecified,7177
Emily Dale,Unspecified,7178
Will Theakston,Unspecified,7179
Scot Fearn,Unspecified,7180
Saunders Triplets,Unspecified,7181
Amy Puglia,Unspecified,7182
David Brett,Unspecified,7183
Leila Hoffman,Unspecified,7184
Hazel Showham,Unspecified,7185
Christina Petrou,Unspecified,7186
Gemma Sandzer,Unspecified,7187
Derek Hough,Male,7188
Julianne Hough,Female,7189
Zoe Sugg,Unspecified,7190
Jimmy Vee,Unspecified,7191
Kieri Kennedy,Female,7192
Kenneth Branagh,Male,7193
Mark Williams,Male,7194
Hugh Mitchell,Unspecified,7195
Robert Hardy,Male,7196
Edward Randell,Unspecified,7197
Louis Doyle,Unspecified,7198
Rochelle Douglas,Unspecified,7199
Martin Bayfield,Unspecified,7200
Gemma Padley,Unspecified,7201
Jamie Yeates,Unspecified,7202
Charlotte Skeoch,Unspecified,7203
Helen Stuart,Unspecified,7204
Veronica Clifford,Unspecified,7205
Heather Bleasdale,Unspecified,7206
Tom Knight,Unspecified,7207
Kathleen Cauley,Unspecified,7208
Alfred Burke,Unspecified,7209
Peter O'Farrell,Male,7210
Violet Columbus,Female,7211
Pam Ferris,Female,7212
Lee Ingleby,Male,7213
Jimmy Gardner,Unspecified,7214
Lenny Henry,Male,7215
Genevieve Gaunt,Unspecified,7216
Sitara Shah,Unspecified,7217
Jim Tavaru00e9,Male,7218
Ekow Quartey,Unspecified,7219
Paul Whitehouse,Male,7220
Jennifer Smith,Unspecified,7221
Peter Best,Unspecified,7222
Marianne Chase,Unspecified,7223
Samantha Clinch,Unspecified,7224
Kandice Morris,Unspecified,7225
Lewis Barnshaw,Unspecified,7226
Robert Pattinson,Male,7227
Stanislav Yanevski,Male,7228
Clu00e9mence Pou00e9sy,Female,7229
Roger Lloyd Pack,Male,7230
Eric Sykes,Male,7231
David Tennant,Male,7232
Jeff Rawle,Unspecified,7233
Su Elliott,Female,7234
Anne Lacy,Unspecified,7235
Flip Webster,Unspecified,7236
David Sterne,Male,7237
Christopher Whittingham,Unspecified,7238
Liam McKenna,Male,7239
Campbell Graham,Unspecified,7240
Margery Mason,Unspecified,7241
Katie Leung,Female,7242
William Melling,Unspecified,7243
Afshan Azad,Female,7244
Shefali Chowdhury,Unspecified,7245
Angelica Mandy,Unspecified,7246
Predrag Bjelac,Male,7247
Tolga Safer,Unspecified,7248
Robert Wilfort,Male,7249
Tiana Benjamin,Unspecified,7250
Henry Lloyd-Hughes,Male,7251
Jarvis Cocker,Unspecified,7252
Jonny Greenwood,Unspecified,7253
Phil Selway,Unspecified,7254
Steve Mackey,Unspecified,7255
Jason Buckle,Unspecified,7256
Steve Claydon,Unspecified,7257
Alan Watt,Unspecified,7258
Imelda Staunton,Female,7259
Evanna Lynch,Female,7260
Kathryn Hunter,Female,7261
Peter Cartwright,Unspecified,7262
Brigitte Millar,Unspecified,7263
Sian Thomas,Unspecified,7264
Apple Brook,Unspecified,7265
Jim McManus,Male,7266
Nick Shirm,Unspecified,7267
Ryan Nelson,Unspecified,7268
Sam Beazley,Unspecified,7269
John Atterbury,Unspecified,7270
Lauren Shotton,Unspecified,7271
Nicholas Blane,Unspecified,7272
Jason Boyd,Unspecified,7273
Richard Macklin,Unspecified,7274
Christopher Rithin,Unspecified,7275
Tony Maudsley,Male,7276
Timothy Bateson,Male,7277
Jessica Hynes,Female,7278
Michael Wildman,Unspecified,7279
Jason Piper,Unspecified,7280
Arben Bajraktaraj,Male,7281
Richard Trinder,Unspecified,7282
Richard Cubison,Unspecified,7283
Tav MacDougall,Unspecified,7284
Alec Hopkins,Unspecified,7285
Robbie Jarvis,Unspecified,7286
James Walters,Unspecified,7287
Charles Hughes,Unspecified,7288
James Utechin,Unspecified,7289
James Payton,Male,7290
Lisa Wood,Unspecified,7291
Cliff Lanning,Male,7292
Miles Jupp,Unspecified,7293
Jamie Wolpert,Unspecified,7294
Daisy Haggard,Female,7295
Jon Voight,Male,7296
William Lee Scott,Male,7297
Greg Zola,Male,7298
Catherine Kellner,Female,7299
Sara Rue,Female,7300
Colm Feore,Male,7301
Mako,Male,7302
John Fujioka,Male,7303
Cary-Hiroyuki Tagawa,Male,7304
Jesse James,Male,7305
Reiley McClendon,Male,7306
Steve Rankin,Unspecified,7307
Brian Haley,Male,7308
Viv Weatherall,Male,7309
Angel Sing,Male,7310
Rufus Dorsey,Male,7311
Matthew Davis,Male,7312
Howard Mungo,Male,7313
Ping Wu,Male,7314
Stan Cahill,Male,7315
Sung Kang,Male,7316
Marty Belafsky,Male,7317
Yuji Okumoto,Male,7318
Josh Green,Unspecified,7319
Ian Bohen,Male,7320
Michael Milhoan,Male,7321
Peter Firth,Male,7322
Marco Gould,Unspecified,7323
Andrew Bryniarski,Male,7324
Nicholas Downs,Male,7325
Tim Choate,Male,7326
Joseph Patrick Kelly,Male,7327
Ron Harper,Male,7328
Ted McGinley,Male,7329
Madison Mason,Male,7330
Glenn Morshower,Male,7331
Paul Francis,Male,7332
Scott Wiper,Male,7333
Eric Christian Olsen,Male,7334
Rod Biermann,Unspecified,7335
Noriaki Kamata,Unspecified,7336
Garret Sato,Male,7337
Eiji Inoue,Unspecified,7338
Precious Chong,Female,7339
Jeff Wadlow,Male,7340
Will Gill Jr.,Unspecified,7341
Seth Sakai,Unspecified,7342
Curtis Andersen,Male,7343
Blaine Pate,Unspecified,7344
Toru Tanaka Jr.,Unspecified,7345
Sean Gunn,Male,7346
Josh Ackerman,Unspecified,7347
Matt Casper,Unspecified,7348
David Kaufman,Male,7349
Lindsey Ginter,Unspecified,7350
Peter James Smith,Male,7351
Thomas Wilson Brown,Male,7352
Chad Morgan,Unspecified,7353
James Saito,Male,7354
Tak Kubota,Unspecified,7355
Robert Jayne,Male,7356
Vic Chao,Unspecified,7357
Fred Koehler,Male,7358
Ben Easter,Male,7359
Cory Tucker,Unspecified,7360
Abe Sylvia,Unspecified,7361
Jason Liggett,Unspecified,7362
Bret Roberts,Male,7363
Sean Faris,Male,7364
Nicholas Farrell,Male,7365
Daniel Mays,Male,7366
Toshi Toda,Male,7367
Jaymee Ong,Unspecified,7368
Carrie Henn,Female,7369
William Hope,Unspecified,7370
Ricco Ross,Unspecified,7371
Colette Hiller,Female,7372
Daniel Kash,Male,7373
Cynthia Dale Scott,Unspecified,7374
Carl Toop,Unspecified,7375
Valerie Colgan,Female,7376
Alan Polonsky,Male,7377
Alibe Parsons,Female,7378
Blain Fairman,Male,7379
Barbara Coles,Female,7380
Jay Benedict,Male,7381
Ving Rhames,Male,7382
Maria de Medeiros,Female,7383
Rosanna Arquette,Female,7384
Peter Greene,Male,7385
Duane Whitaker,Male,7386
Angela Jones,Female,7387
Bronagh Gallagher,Unspecified,7388
Frank Whaley,Male,7389
Burr Steers,Unspecified,7390
Jerome Patrick Hoban,Male,7391
Michael Gilden,Male,7392
Gary Shorelle,Unspecified,7393
Susan Griffiths,Female,7394
Eric Clark,Unspecified,7395
Joseph Pilato,Male,7396
Brad Blumenthal,Male,7397
Lorelei Leslie,Female,7398
Emil Sitka,Unspecified,7399
Brenda Hillhouse,Unspecified,7400
Chandler Lindauer,Unspecified,7401
Sy Sher,Unspecified,7402
Don Blakely,Male,7403
Carl Allen,Unspecified,7404
Karen Maruyama,Female,7405
Venessia Valentino,Female,7406
Linda Kaye,Female,7407
Stephen Hibbert,Male,7408
Alexis Arquette,Female,7409
Julia Sweeney,Female,7410
Cie Allman,Female,7411
Rene Beard,Male,7412
Lori Pizzo,Female,7413
Devan Richardson,Unspecified,7414
Ani Sava,Female,7415
Jill St. John,Female,7416
Lana Wood,Female,7417
Jimmy Dean,Male,7418
Bruce Cabot,Male,7419
Putter Smith,Unspecified,7420
Bruce Glover,Male,7421
Normann Burton,Male,7422
Joseph Furst,Male,7423
Laurence Naismith,Male,7424
Leonard Barr,Unspecified,7425
Margaret Lacey,Female,7426
David de Keyser,Male,7427
David Bauer,Male,7428
Lola Larson,Unspecified,7429
Trina Parks,Unspecified,7430
Valerie Perrine,Female,7431
Britt Ekland,Female,7432
Maud Adams,Female,7433
Hervu00e9 Villechaize,Male,7434
Richard Loo,Male,7435
Soon-Tek Oh,Male,7436
James Cossins,Male,7437
Yao Lin Chen,Unspecified,7438
Carmen du Sautoy,Unspecified,7439
Marne Maitland,Male,7440
Matthew McConaughey,Male,7441
Max Martini,Male,7442
Tucker Smallwood,Male,7443
Sami Chester,Unspecified,7444
Henry Strozier,Male,7445
Haynes Brooke,Unspecified,7446
Laura Elena Surillo,Female,7447
Michael Chaban,Unspecified,7448
Larry King,Male,7449
Thomas Garner ,Unspecified,7450
Conroy Chino,Unspecified,7451
Dan Gifford,Unspecified,7452
Vance Valencia,Unspecified,7453
Donna Kelley,Female,7454
Leon Harris,Unspecified,7455
Claire Shipman,Female,7456
Behrooz Afrakhan,Unspecified,7457
Saemi Nakamura,Female,7458
Maria Celeste Arraras,Female,7459
Tabitha Soren,Female,7460
Geraldo Rivera,Male,7461
Ian Whitcomb,Unspecified,7462
Jay Leno,Male,7463
Michael Albala,Unspecified,7464
Ned Netterville,Unspecified,7465
Leo Lee,Unspecified,7466
William Jordan,Male,7467
Alexander Zemeckis,Unspecified,7468
Janie Peterson,Female,7469
Philippe Bergeron,Male,7470
Jennifer Balgobin,Female,7471
Anthony Hamilton,Unspecified,7472
Rebecca T. Beucler,Female,7473
Jeffery Thomas Johnson,Unspecified,7474
Gerry Griffin,Unspecified,7475
Brian Alston,Unspecified,7476
Rob Elk,Male,7477
Josu00e9 Rey,Unspecified,7478
Todd Patrick Breaugh,Unspecified,7479
Alex Veadov,Male,7480
Alice Kushida,Female,7481
Robin Gammell,Male,7482
Richardson Morse,Male,7483
Seiji Okamura,Unspecified,7484
Mak Takano,Unspecified,7485
Hiroshi Tom Tanaka,Unspecified,7486
Catherine Dao,Female,7487
Kristoffer Ryan Winters,Unspecified,7488
Valorie Armstrong,Female,7489
Jim Hild,Unspecified,7490
William L. Thomas,Unspecified,7491
Diego Montoya,Unspecified,7492
Jonathan Adler,Unspecified,7493
Robert Aguilar Jr.,Unspecified,7494
Mark Bailey,Unspecified,7495
Matt Bennett,Unspecified,7496
Tony Boldi,Unspecified,7497
Christopher Boyer,Male,7498
Mark Byrne,Unspecified,7499
Candice T. Cain,Female,7500
Aixa Clemente,Unspecified,7501
Derrick Damions,Unspecified,7502
Elaina Erika Davis,Female,7503
Joey Dente,Unspecified,7504
Michael Egan,Unspecified,7505
Jeff Elmore,Unspecified,7506
Pamela Fischer,Female,7507
Carl Gilliard,Male,7508
William B. Kaplan,Unspecified,7509
Sunshine Logrou00f1o,Unspecified,7510
Denise Loveday,Female,7511
Neal Matarazzo,Male,7512
Cassidy McMillan,Female,7513
Molly Mueller,Female,7514
Paul L. Nolan,Unspecified,7515
Marisa Petroro,Female,7516
Errica Poindexter,Female,7517
J.A. Preston,Unspecified,7518
Frank Principe,Unspecified,7519
Leo Rogstad,Unspecified,7520
Russell Sanderlin Sr.,Unspecified,7521
Frank Silva,Unspecified,7522
John A. Taylor,Unspecified,7523
Todd Thompson,Unspecified,7524
Cenk Uygur,Unspecified,7525
Holly Cross Vagley,Female,7526
Eric Alan Wendell,Male,7527
Delaney Williams,Unspecified,7528
Susan Sarandon,Female,7529
Robert Prosky,Male,7530
Raymond J. Barry,Male,7531
Ray Aranha,Male,7532
Barton Heyman,Male,7533
Steve Boles,Unspecified,7534
Nesbitt Blaisdell,Male,7535
Larry Pine,Male,7536
Kevin Cooney,Male,7537
Michael Cullen,Unspecified,7538
Missy Yager,Female,7539
Jenny Krochmal,Unspecified,7540
Jon Abrahams,Male,7541
Arthur Bridgers,Unspecified,7542
Steve Carlisle,Male,7543
Eva Amurri Martino,Female,7544
Jack Henry Robbins,Unspecified,7545
Molly Bryant,Unspecified,7546
Adele Robbins,Female,7547
Pete Burris,Unspecified,7548
Joan Glover,Unspecified,7549
Lenore Banks,Female,7550
Scott Sowers,Male,7551
Cortez Nance Jr.,Unspecified,7552
Jeremy Knaster,Unspecified,7553
Marcus Lyle Brown,Male,7554
Anthony Michael Frederick,Male,7555
Thomas McGowan,Male,7556
Codie Scott,Unspecified,7557
Helen Prejean,Female,7558
Victor Slezak,Male,7559
Jim Haynie,Male,7560
Sarah Kathryn Schmitt,Unspecified,7561
Christopher Kroon,Unspecified,7562
Debra Monk,Female,7563
Richard Lage,Unspecified,7564
Michelle Benes,Unspecified,7565
Alison Wiegert,Unspecified,7566
Barbara Bach,Female,7567
Curd Ju00fcrgens,Male,7568
Richard Kiel,Unspecified,7569
Caroline Munro,Female,7570
Geoffrey Keen,Male,7571
Michael Billington,Male,7572
Sydney Tafler,Male,7573
Olga Bisera,Unspecified,7574
Edward de Souza,Male,7575
Valerie Leon,Female,7576
Sue Vanner,Unspecified,7577
Eva Rueber-Staier,Female,7578
Sean Bury,Male,7579
Milton Reid,Unspecified,7580
Milo Sperber,Unspecified,7581
Albert Moses,Male,7582
Bryan Marshall,Male,7583
Divine,Male,7584
David Lochary,Unspecified,7585
Mary Vivian Pearce,Unspecified,7586
Mink Stole,Female,7587
Danny Mills,Unspecified,7588
Edith Massey,Unspecified,7589
Channing Wilroy,Unspecified,7590
Cookie Mueller,Unspecified,7591
Susan Walsh,Female,7592
Linda Olgeirson,Unspecified,7593
Jack Walsh,Male,7594
Teri Polo,Female,7595
Barbra Streisand,Unspecified,7596
Blythe Danner,Female,7597
Alanna Ubach,Female,7598
Shelley Berman,Male,7599
Ray Santiago,Male,7600
Spencer Pickren,Male,7601
Bradley Pickren,Male,7602
Kali Rocha,Female,7603
Dorie Barton,Female,7604
Jack Plotnick,Male,7605
Wayne Thomas Yorke,Male,7606
Max Hoffman,Male,7607
Linda O'Neil,Female,7608
Shelley Duvall,Unspecified,7609
Danny Lloyd,Male,7610
Barry Nelson,Male,7611
Anne Jackson,Female,7612
Tony Burton,Male,7613
Lia Beldam,Unspecified,7614
Billie Gibson,Unspecified,7615
Lois Chiles,Female,7616
Corinne Clu00e9ry,Female,7617
Toshiru00f4 Suga,Unspecified,7618
Emily Bolton,Unspecified,7619
Blanche Ravalec,Unspecified,7620
Irka Bochenko,Unspecified,7621
Leila Shenna,Female,7622
Alfie Bass,Male,7623
Mike Marshall,Male,7624
Douglas Lambert,Male,7625
Arthur Howard,Male,7626
Carole Bouquet,Female,7627
Chaim Topol,Male,7628
Lynn-Holly Johnson,Female,7629
Cassandra Harris,Female,7630
Jill Bennett,Female,7631
Michael Gothard,Male,7632
John Wyman,Male,7633
Jack Hedley,Male,7634
James Villiers,Male,7635
John Moreno,Unspecified,7636
Paul Angelis,Male,7637
Toby Robins,Unspecified,7638
Alkis Kritikos,Unspecified,7639
Stag Theodore,Unspecified,7640
Noel Johnson,Male,7641
William Hoyland,Male,7642
Fred Bryant,Unspecified,7643
Robbin Young,Unspecified,7644
Graham Hawkes,Unspecified,7645
John Wells,Male,7646
Janet Brown,Unspecified,7647
Maureen Bennett,Unspecified,7648
Andy Bradford,Male,7649
Jeremy Bulloch,Unspecified,7650
Clive Curtis,Unspecified,7651
Lalla Dean,Unspecified,7652
Evelyn Drogue,Unspecified,7653
Sheena Easton,Female,7654
Louis Jourdan,Male,7655
Kristina Wayborn,Female,7656
Kabir Bedi,Male,7657
David Meyer,Unspecified,7658
Tony Meyer,Unspecified,7659
Robert Brown,Male,7660
Michaela Clavell,Unspecified,7661
Vijay Amritraj,Unspecified,7662
Douglas Wilmer,Male,7663
Philip Voss,Male,7664
Bruce Boa,Male,7665
Paul Hardwick,Unspecified,7666
Suzanne Jerome,Unspecified,7667
Cherry Gillespie,Female,7668
Dermot Crowley,Male,7669
Peter Porteous,Unspecified,7670
Tina Hudson,Unspecified,7671
William Derrick,Unspecified,7672
Stuart Saunders,Unspecified,7673
Patrick Barr,Male,7674
Gabor Vernon,Unspecified,7675
Hugo Bower,Unspecified,7676
Ken Norris,Unspecified,7677
Tony Arjuna,Unspecified,7678
Gertan Klauber,Male,7679
Brenda Cowling,Female,7680
David Grahame,Unspecified,7681
Brian Coburn,Male,7682
Michael Halphie,Unspecified,7683
Mary Stavin,Female,7684
Carolyn Seaward,Unspecified,7685
Carole Ashby,Unspecified,7686
Cheryl Anne,Unspecified,7687
Jani-Z,Unspecified,7688
Julie Martin,Unspecified,7689
Joni Flynn,Unspecified,7690
Julie Barth,Unspecified,7691
Kathy Davies,Unspecified,7692
Helene Hunt,Female,7693
Gillian De Terville,Unspecified,7694
Safira Afzal,Unspecified,7695
Louise King,Unspecified,7696
Tina Robinson,Unspecified,7697
Alison Worth,Unspecified,7698
Janine Andrews,Unspecified,7699
Lynda Knight,Unspecified,7700
Susanne Dando,Unspecified,7701
Teresa Draddock,Unspecified,7702
Kirsten Harrison,Unspecified,7703
Christine Cullers,Unspecified,7704
Lisa Jackman,Unspecified,7705
Jane Aldridge,Unspecified,7706
Christine Gibson,Unspecified,7707
Tracy Llewellyn,Unspecified,7708
Ruth Flynn,Unspecified,7709
Roberto  Germains,Unspecified,7710
Richard Graydon,Unspecified,7711
The Hassani Troupe,Unspecified,7712
The Flying Cherokees,Unspecified,7713
Carol Richter,Unspecified,7714
Josef Richter,Unspecified,7715
Vera Fossett,Unspecified,7716
Shirley Fossett,Unspecified,7717
Barrie Winship,Unspecified,7718
Ravinder Singh Reyett,Unspecified,7719
Gurdial Sira,Unspecified,7720
Michael Moor,Unspecified,7721
Sven Surtees,Unspecified,7722
Peter Edmund,Unspecified,7723
Talib Johnny,Unspecified,7724
Vivien Leigh,Female,7725
Kim Hunter,Female,7726
Nick Dennis,Male,7727
Peg Hillias,Unspecified,7728
Wright King,Unspecified,7729
Richard Garrick,Unspecified,7730
Ann Dere,Unspecified,7731
Edna Thomas,Unspecified,7732
Mickey Kuhn,Male,7733
Mel Archer,Unspecified,7734
Marietta Canty,Female,7735
John George,Male,7736
Lyle Latell,Male,7737
Charles Wagenheim,Unspecified,7738
Buck Woods,Unspecified,7739
Dahn Ben Amotz,Unspecified,7740
Tony Roberts,Male,7741
Carol Kane,Female,7742
Paul Simon,Male,7743
Janet Margolin,Female,7744
Colleen Dewhurst,Female,7745
Donald Symington,Male,7746
Russell Horton,Unspecified,7747
Marshall McLuhan,Unspecified,7748
Laurie Bird,Female,7749
John Dennis Johnston,Male,7750
Jim McKrell,Male,7751
Paula Trueman,Female,7752
Shelley Hack,Female,7753
Gary Mule Deer,Unspecified,7754
Walter Bernstein,Male,7755
Hy Anzell,Male,7756
Mordecai Lawner,Male,7757
Joan Neuman,Female,7758
Jonathan Munk,Male,7759
Helen Ludlam,Female,7760
Ruth Volner,Unspecified,7761
Martin Rosenblatt,Unspecified,7762
Rashel Novikoff,Female,7763
Humphrey Davis,Male,7764
Veronica Radburn,Unspecified,7765
Wendy Girard,Unspecified,7766
Mary Boylan,Female,7767
Christine Jones,Female,7768
John Doumanian,Unspecified,7769
Chris Gampel,Unspecified,7770
Dan Ruskin,Unspecified,7771
Ved Bandhu,Unspecified,7772
Johnny Haymer,Male,7773
Bernie Styles,Unspecified,7774
Truman Capote,Male,7775
Jan Citron,Unspecified,7776
Gregory Doucette,Unspecified,7777
John Lennon,Male,7778
Paul McCartney,Male,7779
George Harrison,Male,7780
Ringo Starr,Male,7781
Wilfrid Brambell,Male,7782
Norman Rossington,Male,7783
John Junkin,Male,7784
Victor Spinetti,Male,7785
Anna Quayle,Unspecified,7786
Deryck Guyler,Unspecified,7787
Pattie Boyd,Unspecified,7788
Edward Malin,Unspecified,7789
Tanya Roberts,Female,7790
Grace Jones,Female,7791
Patrick Macnee,Male,7792
Patrick Bauchau,Unspecified,7793
Fiona Fullerton,Female,7794
Manning Redwood,Unspecified,7795
Willoughby Gray,Male,7796
Jean Rougerie,Unspecified,7797
Daniel Benzali,Male,7798
Bogdan Kominowski,Unspecified,7799
Papillon Soo,Unspecified,7800
Dominique Risbourg,Unspecified,7801
Lucien Ju00e9ru00f4me,Unspecified,7802
Joe Flood,Unspecified,7803
Gerard Bu00fchr,Unspecified,7804
Dolph Lundgren,Male,7805
Tony Sibbald,Unspecified,7806
Bill Ackridge,Unspecified,7807
Ron Tarr,Male,7808
Taylor McAuley,Unspecified,7809
Peter Ensor,Unspecified,7810
Seva Novgorodtsev,Unspecified,7811
Sian Adey-Jones,Unspecified,7812
Caroline Hallett,Unspecified,7813
Nike Clark,Unspecified,7814
Paula Thomas,Unspecified,7815
Gloria Douse,Unspecified,7816
Lou-Anne Ronchi,Unspecified,7817
Elke Ritschel,Unspecified,7818
Mayako Torigai,Unspecified,7819
Timothy Dalton,Male,7820
Maryam d'Abo,Female,7821
Art Malik,Male,7822
Thomas Wheatley,Male,7823
Caroline Bliss,Female,7824
John Terry,Male,7825
Virginia Hey,Female,7826
John Bowe,Male,7827
Belle Avery,Female,7828
Catherine Rabett,Female,7829
Dulice Liecier,Unspecified,7830
Alan Talbot,Unspecified,7831
Carl Rigg,Male,7832
Tony Cyrus,Unspecified,7833
Atik Mohamed,Unspecified,7834
Sumar Khan,Unspecified,7835
Ken Sharrock,Unspecified,7836
Antony Carrick,Unspecified,7837
Frederick Warder,Unspecified,7838
Glyn Baker,Unspecified,7839
Scott Hoxby,Male,7840
Heinz Winter,Unspecified,7841
Leslie French,Male,7842
Odette Benatar,Unspecified,7843
Dianna Casale,Unspecified,7844
Sharon Devlin,Unspecified,7845
Femi Gardiner,Unspecified,7846
Patricia Keefer,Unspecified,7847
Ruddy Rodriguez,Unspecified,7848
Mayte Su00e1nchez,Unspecified,7849
Cela Savannah,Unspecified,7850
Karen Seeberg,Unspecified,7851
Waris Dirie,Unspecified,7852
Karen Williams,Unspecified,7853
Barbara Broccoli,Female,7854
Carey Lowell,Female,7855
Talisa Soto,Female,7856
Frank McRae,Male,7857
Wayne Newton,Male,7858
Anthony Starke,Male,7859
Everett McGill,Male,7860
Pedro Armendu00e1riz Jr.,Male,7861
Priscilla Barnes,Female,7862
Izabella Scorupco,Female,7863
Famke Janssen,Female,7864
Gottfried John,Male,7865
Tchu00e9ky Karyo,Male,7866
Samantha Bond,Female,7867
Serena Gordon,Female,7868
Constantine Gregory,Male,7869
Michelle Arthur,Female,7870
Rob Brown,Male,7871
Anna Paquin,Female,7872
Michael Pitt,Male,7873
Richard Easton,Male,7874
Glenn Fitzgerald,Male,7875
Lil' Zane,Male,7876
Gus Van Sant,Male,7877
James Fleet,Male,7878
John Hannah,Male,7879
David Bower,Male,7880
Charlotte Coleman,Female,7881
Anna Chancellor,Female,7882
Timothy Walker,Unspecified,7883
Sara Crowe,Female,7884
Ronald Herdman,Unspecified,7885
Elspet Gray,Unspecified,7886
Nicola Walker,Female,7887
Struan Rodger,Male,7888
David Haig,Male,7889
Sophie Thompson,Female,7890
Corin Redgrave,Male,7891
Amanda Mealing,Unspecified,7892
Bernice Stegers,Female,7893
Robert Lang,Male,7894
Jeremy Kemp,Male,7895
Ken Drury,Male,7896
Polly Kemp,Unspecified,7897
Cliff Curtis,Male,7898
Kerry Walker,Female,7899
Tungia Baker,Unspecified,7900
Ian Mune,Male,7901
Genevieve Lemon,Unspecified,7902
Pete Smith,Male,7903
Te Whatanui Skipwith,Unspecified,7904
Bruce Allpress,Male,7905
Rose McIver,Female,7906
Neil Gudsell,Male,7907
Jon Sperry,Male,7908
Michelle Yeoh,Female,7909
Teri Hatcher,Female,7910
Geoffrey Palmer,Male,7911
Julian Fellowes,Male,7912
Terence Rigby,Male,7913
Daphne Deckers,Unspecified,7914
Colin Stinton,Male,7915
Cecilie Thomsen,Unspecified,7916
Mark Spalding,Unspecified,7917
Bruce Alexander,Male,7918
Anthony Green,Unspecified,7919
Christopher Bowen,Unspecified,7920
Andrew Hawkins,Unspecified,7921
Dominic Shaun,Unspecified,7922
Gerard Butler,Male,7923
Pip Torrens,Male,7924
Jason Watkins,Male,7925
Brendan Coyle,Male,7926
Kelly McGillis,Female,7927
Anthony Edwards,Male,7928
John Stockwell,Male,7929
Barry Tubb,Male,7930
Whip Hubley,Male,7931
Adrian Pasdar,Male,7932
Olivia Williams,Female,7933
Bruce Norris,Male,7934
Angelica Page,Female,7935
Greg Wood,Unspecified,7936
M. Night Shyamalan,Male,7937
Peter Anthony Tambakis,Unspecified,7938
Jeffrey Zubernis,Unspecified,7939
Lisa Summerour,Unspecified,7940
Janis Dardaris,Female,7941
Sarah Ripard,Female,7942
KaDee Strickland,Female,7943
Kate Kearney-Patch,Female,7944
Nico Woulard,Unspecified,7945
Patrick McDade,Male,7946
Jose L. Rodriguez,Male,7947
Firdous Bamji,Male,7948
Hayden Saunier,Female,7949
Neill Hartley,Unspecified,7950
Heidi Fischer,Female,7951
Michael J. Lyons,Unspecified,7952
Samantha Fitzpatrick,Female,7953
Marilyn Shanok,Female,7954
Carol Nielson,Female,7955
Jodi Dawson,Female,7956
Tony Michael Donnelly,Unspecified,7957
Ronnie Lea,Female,7958
Carlos Xavier Lopez,Unspecified,7959
Gino Inverso,Unspecified,7960
Ellen Sheppard,Female,7961
Tom McLaughlin,Unspecified,7962
Candy Aston-Dennis,Female,7963
Gina Allegro,Female,7964
Bob Bowersox,Male,7965
Luke Burnyeat,Unspecified,7966
Matt Casale,Unspecified,7967
Kym Cohen,Female,7968
Mark Falvo,Unspecified,7969
Colleen June McQuaide,Female,7970
Jonathan Nation,Male,7971
Sean Oliver,Unspecified,7972
Alison Robertson,Female,7973
John Lone,Male,7974
Joan Chen,Female,7975
Dennis Dun,Male,7976
Ryuichi Sakamoto,Male,7977
Ruocheng Ying,Male,7978
Victor Wong,Male,7979
Maggie Han,Unspecified,7980
Fumihiko Ikeda,Unspecified,7981
Richard Vuu,Unspecified,7982
Tsou Tijger,Unspecified,7983
Tao Wu,Unspecified,7984
Daxing Zhang,Male,7985
Vivian Wu,Unspecified,7986
Lisa Lu,Female,7987
Hideo Takamatsu,Male,7988
Basil Pao,Unspecified,7989
Henry O,Male,7990
Chen Kaige,Male,7991
Shi Liang,Unspecified,7992
Shu Chen,Male,7993
Cai Hongxiang,Unspecified,7994
Glen Murphy,Male,7995
Biao Wang,Unspecified,7996
Yu Li,Unspecified,7997
Simon Pegg,Male,7998
Nick Frost,Male,7999
Kate Ashfield,Female,8000
Lucy Davis,Female,8001
Peter Serafinowicz,Male,8002
Rafe Spall,Male,8003
Reece Shearsmith,Male,8004
Tamsin Greig,Female,8005
Steve Emerson,Unspecified,8006
Nicola Cunningham,Unspecified,8007
Arvind Doshi,Unspecified,8008
Stuart Powell,Unspecified,8009
Matt Lucas,Male,8010
Chris Martin,Male,8011
Mark Donovan,Unspecified,8012
Trisha Goddard,Unspecified,8013
Jeremy Thompson,Unspecified,8014
Stephen Fry,Male,8015
Tim Pigott-Smith,Male,8016
Natasha Wightman,Female,8017
Rupert Graves,Male,8018
Roger Allam,Male,8019
Ben Miles,Male,8020
Sinu00e9ad Cusack,Female,8021
Imogen Poots,Female,8022
Emma Field-Rayner,Female,8023
Ian Burfield,Unspecified,8024
Mark Phoenix,Unspecified,8025
Alister Mazzotti,Unspecified,8026
Billie Cook,Unspecified,8027
Guy Henry,Male,8028
Cosima Shaw,Female,8029
Megan Gay,Female,8030
Roderic Culver,Unspecified,8031
Andy Rashleigh,Unspecified,8032
Chad Stahelski,Male,8033
Antje Rau,Unspecified,8034
Amelda Brown,Unspecified,8035
Richard Campbell,Unspecified,8036
Mark Longhurst,Unspecified,8037
Charles Cork,Male,8038
John Ringham,Male,8039
Oliver Bradshaw,Unspecified,8040
