actor_id,character_name,cast_order,movie_id
6520,Connor Rooney,5,4147
6520,John Ballard,15,4518
6520,XXXX,0,4836
6520,Ben,1,4858
6520,Barthu00e9lu00e9my Karas,0,9389
6520,Rudy Mackenzie,6,9667
6520,Perry Smith,7,9672
6520,James Bond,0,10764
6521,Carl,2,612
6521,Jonathan Reiss,14,1996
6521,Finn McGovern,6,4147
6521,President Nemerov,9,4614
6521,Fletcher,3,7345
6521,Priest (uncredited),22,8321
6521,Roy King,6,8988
6521,Sir Danvers Carew,9,9095
6521,Firmin,5,9833
6521,Botticelli (voice),8,10199
6521,John Traynor,2,10629
6522,Hans,4,612
6523,Daphna,5,612
6523,Veronica,5,7461
6524,Avner's Mother,7,612
6525,Louis,8,612
6525,Jean-Dominique Bauby,0,2013
6525,Dominic Greene,2,10764
6526,Sylvie,10,612
6526,Nathalie Auzet,11,9726
6527,Yvonne,11,612
6528,Jeanette,12,612
6528,Henriette Durand,2,2013
6528,Nathalie,2,11042
6529,Golda Meir,14,612
6529,Patty at the Good to Go,13,2056
6529,Janet's Mom,15,2639
6530,General Zamir,15,612
6531,Papa,16,612
6531,Hugo Drax,2,698
6531,Dupont D'Ivry,9,1245
6531,Jean-Pierre,8,8195
6531,Garth Jones,17,9443
6532,Mahmoud Hamshari,17,612
6532,Abasi Fawal,5,5125
6533,,18,612
6534,Adolf Hitler,0,613
6534,Professor Rohl,4,8055
6535,Traudl Junge,1,613
6535,Young Ilana Mather,8,8055
6536,Magda Goebbels,2,613
6536,Madame Arnulfi,16,1427
6537,Joseph Goebbels,3,613
6538,Eva Braun,4,613
6539,Prof. Dr. Ernst-Gu00fcnter Schenck,6,613
6539,Albrecht Ritter Mertz von Quirnheim,11,2253
6539,General Ku00e4utner,8,9075
6540,Reichsfu00fchrer SS Heinrich Himmler,9,613
6541,Gerda Christian,10,613
6541,Grenouilles Mutter,4,1427
6542,General der Infanterie Hans Krebs,11,613
6543,General der Infanterie Wilhelm Burgdorf,12,613
6544,General der Artillerie Helmuth Weidling,13,613
6545,SS-Brigadefu00fchrer Wilhelm Mohnke,14,613
6546,Generaloberst Alfred Jodl,15,613
6547,SS-Hauptsturmfu00fchrer Otto Gu00fcnsche,16,613
6547,Stamper,5,714
6548,Kammerdiener Heinz Linge,17,613
6549,Peter Kranz,20,613
6550,Prof. Dr. Werner Haase,21,613
6550,General Paulus,8,853
6550,Peter Berg,12,8055
6551,Walter Hewel,22,613
6551,Tim's Vater,26,7735
6552,Feldwebel Tornow,23,613
6553,Feldmarschall Wilhelm Keitel,24,613
6554,Frl. Constanze Manziarly,25,613
6555,Rochus Misch,26,613
6556,Hanna Reitsch,27,613
6556,Kate,6,9544
6557,Ritter Robert von Greim,28,613
6558,Dorothee Kranz,29,613
6559,Wilhelm Kranz,30,613
6560,Dr. Stumpfegger,31,613
6561,Erich Kempka,32,613
6562,Obersturmbannfu00fchrer Stehr,33,613
6562,Hanna's Defense Council,9,8055
6562,Verteidiger,19,8055
6563,Reichsarzt SS Grawitz,34,613
6564,Panzerkommandant,35,613
6565,Schwester Erna,36,613
6566,H. Fritzche,37,613
6567,Schadle,38,613
6568,SS-Soldat 1,39,613
6569,Soldat 2,40,613
6570,Hermann Gu00f6ring,41,613
6571,Oberst Clausen,42,613
6572,Standesbeamter Wagner,43,613
6573,Oberleutnant,44,613
6574,Hanna Potrowski,45,613
6575,SA-Mann / Ruinenkeller,46,613
6576,Margarete Lorenz,47,613
6577,u00c4lterer Soldat,48,613
6578,Verwundeter Soldat,49,613
6579,Russische Arzthelferin,50,613
6580,Adjutant von General Weidling,51,613
6581,Russische u00c4rztin,52,613
6582,SS-Mann Greifkommando,53,613
6583,Baur,54,613
6584,Dolmetscher,55,613
6585,Rothaarige Frau,56,613
6586,Russischer Soldat,57,613
6587,Offizier 1,58,613
6588,Obergruppenfu00fchrer Tellermann,60,613
6589,Russischer Adjutant,61,613
6590,Wachsoldat vor der Wolfsschanze (uncredited),62,613
6591,Mohnke's Adjutant im Bunker (uncredited),63,613
6592,Jesus,0,615
6592,Slov,11,4421
6592,Steven Catch Lambert,1,5852
6592,Pvt. Robert Witt,2,8741
6592,John Sullivan,1,10559
6592,Jerry,4,10647
6593,Maria,1,615
6594,Satan,3,615
6595,Disma,4,615
6595,Inspector Roverini,7,1213
6596,Gesta,5,615
6597,Johannes,6,615
6598,Simon Peter,7,615
6599,Hannas,9,615
6600,l'accusatore,10,615
6601,Judas Ischarioth,11,615
6602,Pontius Pilatus,12,615
6603,Gesu00f9  da giovane,13,615
6604,Giacomo,14,615
6605,Claudia Procula,15,615
6606,Barabba,16,615
6606,Velisarios,9,1722
6607,Abenader,17,615
6608,Giuseppe di Animantea,18,615
6609,Nicodemo,19,615
6610,Re Erode Antipa,20,615
6611,Serafia,21,615
6612,Elder,22,615
6613,,23,615
6614,Winchester Rep Assistant,3,616
6614,Jesse,5,9799
6615,Zebulon Gant,4,616
6615,McSquizzy (voice),4,7484
6615,II Duce,6,8374
6615,Father Joseph Crissman,3,8836
6615,Professor E.A. Johnston,3,9562
6615,Fido,0,10288
6615,Ben (voice),9,10530
6616,Emperor Meiji,6,616
6617,Taka,7,616
6618,Simon Graham,8,616
6618,Peter Pettigrew,14,673
6618,Wormtail,22,674
6618,Peter Pettigrew,53,675
6618,Peter Pettigrew,10,767
6618,Thomas Tipp,6,1903
6618,Nathaniel,3,4523
6618,Nick,2,7443
6619,General Hasegawa,9,616
6619,Tanaka,18,1904
6619,Mr. Togokahn,11,7459
6620,Nobutada,12,616
6621,Ujio,13,616
6621,Kaneda,5,1272
6621,Kenji,2,5174
6621,Mr. Musha,8,7459
6622,Omura,14,616
6623,Omura's Companion,15,616
6624,Omura's Bodyguard,16,616
6624,Pirate,15,6068
6625,N.C.O.,17,616
6626,Young Recruit,18,616
6627,Higen,19,616
6628,Magojiro,20,616
6629,Sword Master,21,616
6630,Silent Samurai,22,616
6631,Convention Hall Attendee,23,616
6632,Kyogen Player #1,24,616
6633,Kyogen Player #2,25,616
6634,Kyogen Player #3,26,616
6635,Omura's Secretary,27,616
6636,Soldier in Street #1,28,616
6636,Private Nozaki,8,1251
6636,Garheng,18,1865
6637,Soldier in Street #2,29,616
6638,Soldier in Street #3,30,616
6639,Guard,31,616
6639,Lieutenant Fujita,5,1251
6640,Sword Master's Assistant,32,616
6641,Samurai Ensemble,33,616
6642,Samurai Ensemble,34,616
6643,Samurai Ensemble,35,616
6644,Samurai Ensemble,36,616
6645,Samurai Ensemble,37,616
6646,Samurai Ensemble,38,616
6647,Samurai Ensemble,39,616
6648,Samurai Ensemble,40,616
6649,Samurai Ensemble,41,616
6650,Samurai Ensemble,42,616
6651,Samurai Ensemble,43,616
6652,Samurai Ensemble,44,616
6653,Samurai Ensemble,45,616
6654,Samurai Ensemble,46,616
6655,Suzie Marie Toller,3,617
6655,Julie Black,4,3682
6655,Sidney Prescott,1,4232
6655,Sidney Prescott,1,4233
6655,Sidney Prescott,1,4234
6655,Bonnie,2,9100
6656,Tom Baxter,6,617
6656,Number two,8,816
6656,Number Two,3,817
6656,Number two,11,818
6656,U.S. Army Ranger,70,9289
6657,Detective Gloria Perez,7,617
6658,District Attorney Bryce Hunter,8,617
6659,Frankie Condo,9,617
6659,Chico,18,9879
6660,Barbara Baxter,10,617
6661,Jimmy Leach,11,617
6662,Nicole,13,617
6663,Art Maddox,14,617
6663,Henry,27,687
6664,School Secretary,15,617
6665,Kirk,16,617
6666,Judge,17,617
6667,Bailiff,18,617
6668,Ken's Secretary,19,617
6669,Police Chief,20,617
6669,Corrections Officer,13,1598
6669,Michael Solo,5,2001
6669,Deput Basle,6,2116
6669,William Spaulding,29,2185
6669,T.J.,16,7220
6669,DEA Tony Dodd,13,8961
6670,Prisoner,21,617
6670,Redneck #1,28,3049
6671,Dave,22,617
6672,Georgie,23,617
6673,Barmaid,24,617
6674,Hooker,25,617
6675,Reporter #1,26,617
6676,Reporter #2,27,617
6677,Reporter #3,28,617
6678,Policeman #1,29,617
6679,Policeman #2,30,617
6680,Policeman #3,31,617
6681,Policewoman #1,32,617
6682,Policewoman #2,33,617
6683,Rachel Marron,0,619
6684,Nicki Marron,2,619
6685,Herb Farmer,3,619
6685,Frank,12,9350
6686,Bill Devaney,5,619
6686,Reginald,6,1593
6686,Jim Toller,5,1957
6686,Estes,7,3600
6687,Henry,8,619
6688,Herself,10,619
6688,Kathy Selden,2,872
6688,Herself (voice),19,1878
6689,Ray Court,11,619
6689,Uncle Frank,10,771
6689,Uncle Frank McCallister,7,772
6690,Minella,12,619
6691,Klingman,13,619
6691,Friedrich Golchan,6,913
6692,Thuringer,15,619
6693,Clive Healy,17,619
6693,Dunstan Thorn,15,2270
6693,Master Gracey,2,10756
6694,Rotary Club President,18,619
6695,Tom Winston,19,619
6696,Oscar Arrivals M.C.,20,619
6697,Sound Winner #1,21,619
6698,Sound Winner #2,22,619
6699,Female Academy Member,23,619
6700,Rachel's Assistant,24,619
6701,Oscar Conductor,25,619
6702,Danny Zuko,0,621
6702,Vincent Vega,0,680
6702,Sean Archer,0,754
6702,John Travolta / Famous Goldmember ('Austinpussy'),21,818
6702,Paul Brenner,0,2275
6702,Edna Turnblad,0,2976
6702,Chili Palmer,0,4551
6702,Terl,0,5491
6702,Howard Saint,1,7220
6702,Chili Palmer,0,8012
6702,Brig. Gen. David Quintard,10,8741
6702,Maj. Vic 'Deak' Deakins,0,9208
6702,George Malley,0,9294
6702,Jan Schlichtmann,0,9422
6702,Gabriel Shear,0,9705
6702,Sam Baily,0,9770
6702,Hardy,0,10782
6702,Captain Mike Kennedy,1,11128
6703,Sandy Olsson,1,621
6704,Betty Rizzo,2,621
6704,Cynthia Swann Griffin,13,2925
6704,Tante Frances 'Fran' Owens,4,6435
6704,Thelma 'Sister' Husband,2,10564
6705,Kenickie,3,621
6705,Jeff Conaway - 'Taxi' Actor,11,1850
6706,Frenchy,4,621
6707,Doody,5,621
6708,Sonny,6,621
6708,Dr. Bay,20,4133
6709,Putzie,7,621
6710,Jan,8,621
6711,Marty Maraschino,9,621
6711,Maggie Peterson,4,10585
6712,Principal McGee,10,621
6713,Vince Fontaine,11,621
6714,Coach Calhoun,12,621
6714,Chief Caveman,9,10156
6715,Blanche,13,621
6715,Mrs. Stimler,4,2619
6716,Patty Simcox,14,621
6717,Waitress,15,621
6718,Cha Cha DiGregorio,16,621
6719,"Leo, Scorpions member",17,621
6720,Vi,18,621
6721,Eugene Felnic,19,621
6721,Malvin,30,860
6721,Know-It-All (voice),4,5255
6722,Nurse Wilkins,20,621
6723,Tom Chisum,21,621
6724,Teen Angel,22,621
6725,Boris Balkan,1,622
6725,Dawg,2,1408
6725,Perry White,5,1452
6725,Edgar Price,6,1921
6725,William Paley,19,3291
6725,Mayor (voice),12,10199
6726,The Girl,3,622
6726,Cu00e9line Desmoulins,1,2013
6727,Baroness Kessler,4,622
6727,Tatiana Romanova (voice) (uncredited),37,657
6728,Victor Fargas,5,622
6728,Priest,13,9387
6729,Pablo & Pedro Ceniza/1st & 2nd Workmen,6,622
6730,Andrew Telfer,8,622
6731,Liana's Bodyguard,10,622
6732,Old Man,11,622
6733,Old Man's Son,12,622
6733,Georges,8,859
6733,Captain Gudnayev,9,1620
6734,Daughter-In-Law,13,622
6735,Concierge,14,622
6736,Secretary,15,622
6737,Gruber,16,622
6738,Desk Clerk,17,622
6739,Baker,18,622
6739,Taxi Driver,21,2501
6740,Hotel Porter,19,622
6741,Cabby,20,622
6742,Cafe Owner,21,622
6743,Cafe Owner,22,622
6744,Sick Boy,2,627
6744,Oren Goodchild,2,8202
6744,Dade Murphy / 'Crash Override' / 'Zero Cool',0,10428
6744,Simon Sheppard,2,10577
6745,Begbie,3,627
6745,Don,1,1562
6745,Felix DeSouza,1,1613
6745,Daffy,7,1907
6745,Durza,3,2486
6745,Gaz,0,9427
6745,Malachy McCourt,1,10397
6746,Diane,4,627
6746,Peter Pan,12,866
6746,Isabel Knollys,13,4518
6746,Mary Maceachran,8,5279
6746,Carla Jean Moss,4,6977
6747,Tommy,5,627
6747,Petras Kolnas,6,1248
6747,English Sergeant,12,1495
6747,Wulfila,4,9703
6747,Colin McMurray,2,10761
6748,Mrs. Renton,8,627
6749,Allison,9,627
6750,Lizzy,10,627
6751,Gail,11,627
6751,Jude,7,634
6751,Myrtle Warren,13,672
6751,Moaning Myrtle,62,674
6751,Aunt Sophie,7,1887
6751,Jude,9,9801
6752,Dealer,13,627
6753,Andreas,14,627
6753,TV Director,5,6116
6754,Mikey Forrester,15,627
6755,Estate Agent,16,627
6756,Gail's Mother,17,627
6757,Gail's Father,18,627
6758,Game Show Host,19,627
6759,Man,20,627
6759,Professor Dumas,15,1248
6759,Regimental Priest,34,9093
6760,Man 2,21,627
6761,Woman,22,627
6762,Santiago,5,628
6762,Chief Inspector Eric Finch,2,752
6762,Father Costigan,4,1683
6762,Ned Broy,2,1770
6762,Alistair Pratt,2,9544
6763,Yvette,6,628
6763,Nyah Nordoff-Hall,2,955
6763,Linda,2,1402
6763,Christine Thayer,9,1640
6763,Dame Vaako,1,2789
6763,Libby,1,7942
6763,Condoleezza Rice,4,10523
6764,Madeleine,7,628
6765,Estelle,8,628
6765,Melinda,19,634
6766,Mortal Woman on Stage,10,628
6767,Tavern Girl,12,628
6768,2nd New Orleans Whore,14,628
6768,Narcissa Malfoy,24,767
6768,Cherie Blair,4,1165
6768,Mrs. Radcliffe,15,2977
6768,Mrs. Bean (voice),14,10315
6769,Michael McManus,0,629
6769,Barney Rubble,1,889
6769,Billy Vorsovich,7,2604
6770,Dean Keaton,1,629
6770,Captain Marcus Duvall,2,8978
6770,Captain Sean Murphy,0,9645
6770,Fake Brill,12,9798
6770,Satan,1,9946
6770,Father Andrew Kiernan,1,10307
6771,US Customs Agent Dave Kujan,2,629
6771,Detective Rydell,3,7304
6771,Benny Zadir,11,9429
6771,Primo Sidone,3,9535
6771,Smokey (voice),11,10137
6771,Woolworth (voice),7,10982
6772,FBI Agent Jack Baer,7,629
6772,Buggin Out,4,925
6772,Cellmate #2,14,1621
6772,Thomas Hayer,28,1883
6772,Bumpy Hood,27,2148
6772,Jimmy Jiles,4,2453
6772,"Cassius Clay, Sr.",14,8489
6772,Detective Church,15,8999
6773,Saul Berg,11,629
6774,Arkosh Kovash,14,629
6775,Dorothy Gale,0,630
6775,Mrs. Irene Hoffman Wallner,5,821
6776,Professor Marvel / The Wizard of Oz,1,630
6777,Hunk / The Scarecrow,2,630
6778,Zeke / The Cowardly Lion,3,630
6779,Hickory / The Tin Man,4,630
6780,"Glinda, the Good Witch of the North",5,630
6781,Miss Gulch / The Wicked Witch of the West,6,630
6782,Uncle Henry,7,630
6783,Auntie Em,8,630
6784,The Munchkins,9,630
6785,Nikko,10,630
6786,Toto,11,630
6787,Bridget Jones,0,634
6787,Mae Braddock,1,921
6787,Roxie Hart,1,1574
6787,Irene P. Waters,1,2123
6787,Ruby Thewes,2,2289
6787,Lexie Littleton,1,4942
6787,Vanessa Bloome,1,5559
6787,Dorothy Boyd,2,9390
6787,Girl in blue pickup truck (uncredited),16,9571
6787,Bridget Jones,0,9801
6787,Angie (voice),2,10555
6788,Bridget's Mum,3,634
6788,Poppy Pomfrey,33,672
6788,Poppy Pomfrey,29,767
6788,Mrs. Dashwood,13,4584
6788,Queen Victoria,13,6038
6788,Bridget's Mum,4,9801
6789,Tom,5,634
6789,Tom,10,9801
6790,Shazza,6,634
6790,Shazza,8,9801
6791,Lara,9,634
6792,Una Alconbury,10,634
6792,Fighter Pilot Bravo 5,30,1893
6792,Kate MacLeod,13,8009
6792,Una Alconbury,5,9801
6793,Uncle Geoffrey,11,634
6793,Smith Jamison,10,1620
6793,Guy Singer,4,8848
6793,Uncle Geoffrey,6,9801
6794,Mrs. Darcy,12,634
6794,Mrs. Darcy,13,9801
6795,Perpetua,14,634
6796,Handsome Stranger,16,634
6797,Simon in Marketing,17,634
6798,Woney,18,634
6799,Richard Finch,20,634
6799,Richard Finch,11,9801
6800,Drunken Man,21,634
6801,Mr. Darcy,22,634
6801,Brig. Gen. Gerald Lathbury,33,5902
6801,Admiral Darcy,12,9801
6802,Bernard,23,634
6802,Bernard,24,9801
6803,Sally Albright,0,639
6803,Carole,10,744
6803,Maggie Rice,1,795
6803,Jackie Kallen,0,8842
6803,Anastasia (voice),0,9444
6803,Kathleen Kelly,1,9489
6803,Eve Mozell Marks,0,10385
6803,Pamela Courson,1,10537
6803,Captain Karen Emma Walden,1,10684
6803,Frannie,0,10944
6804,Alice,5,639
6804,Frances Flegenheimer,10,2148
6804,Delores Dodge,12,10013
6805,Amanda,6,639
6806,Stewardess,7,639
6807,Man on Aisle,8,639
6808,Helen,9,639
6808,Molly Jennings,1,6488
6809,Ira,10,639
6810,Julian,11,639
6811,Documentary Couple,12,639
6811,Lady in Market,10,6964
6811,Elderly Lady,19,8467
6811,Faye Belogus,20,10189
6812,9 Year Old Boy,13,639
6813,Judge,14,639
6814,Waiter at Wedding,15,639
6815,Paula Abagnale,4,640
6816,Brenda Strong,5,640
6816,Giselle,0,4523
6816,Bonnie Bach,3,6538
6816,Amy Ellis,2,6961
6816,Susan,6,9718
6816,Leslie Miller,3,10490
6817,Jack Barnes,6,640
6817,Ken Cooper,3,9582
6818,Tom Fox,8,640
6818,Casper,14,9737
6819,Paul Morgan,9,640
6819,Guard Falzon,12,1701
6819,Ty Frost,5,8409
6819,Policeman,17,10014
6819,Detective Hines,7,10053
6820,Assistant Director Marsh,11,640
6820,Sgt. Maj. Mulcahy,6,9665
6820,Ted Chenoweth,4,10632
6821,Cheryl Ann,12,640
6821,Nurse Sandra,12,676
6821,Woman in Elevator,19,2639
6821,Janet Mayes,1,4349
6821,Vanessa Loring,2,7326
6821,Wanda,3,8859
6821,Elektra Natchios / Elektra,0,9947
6821,Jenna Rink,0,10096
6822,Carol Strong,13,640
6822,Lady on Plane,13,10388
6823,Marci,14,640
6824,Warden Garren,16,640
6825,Darcy,17,640
6826,Football Player,19,640
6827,Joanna,20,640
6827,Amy,7,7553
6828,Girl #1,21,640
6829,Student #1 (as Jonathan Danker),22,640
6830,Teacher,23,640
6831,Principal Evans,24,640
6831,Calhoun,9,2163
6831,Father Durning,4,10307
6832,Bartender,26,640
6832,Scully,9,1408
6833,Ticket Clerk,29,640
6834,Hotel Manager,30,640
6834,Sportscaster #1 - Coffee Shop,35,680
6835,Ashley,31,640
6836,Mr. Rosen,33,640
6836,Dr. Taney,11,9552
6837,Female Bank Teller,34,640
6838,Young Female Teller,36,640
6839,Manager,37,640
6840,Receptionist,38,640
6840,Reception Nurse,37,3580
6841,TWA Ticket Agent,39,640
6842,Motel Owner,41,640
6842,Major Boswell,6,9615
6843,Salesman,42,640
6844,Riverbend Woman,43,640
6845,Riverbend Woman,44,640
6846,Terry,45,640
6847,Party Guy,46,640
6848,Young Doctor,47,640
6848,Paisley Hat Man (uncredited),43,5876
6848,Funeral Attendant,7,9963
6848,Reggie (voice),13,10198
6849,Victor Griffith,48,640
6850,Party Girl,49,640
6851,Dr. Ashland,50,640
6852,Emergency Nurse,51,640
6852,Waitress at Party,27,10096
6853,Doctor Harris,52,640
6853,Mr. Loud,7,9315
6853,George,26,10184
6854,Young Patient,53,640
6855,FBI Agent,54,640
6856,Bar Examiner,55,640
6857,Judge,56,640
6858,Kid,57,640
6859,Mr. Hendricks (as Patrick T. O'Brien),58,640
6859,Dr. Rose,26,4922
6860,Monica,59,640
6861,Debra Jo,60,640
6862,Heather,61,640
6863,Miggy,62,640
6864,FBI Agent,63,640
6864,Grill Guy,48,2770
6864,Switterman,6,9430
6864,Guard,27,10327
6865,FBI Agent,65,640
6866,Secretary,66,640
6867,Abe Penner,67,640
6868,Ira Penner,68,640
6869,Penner Brother,69,640
6870,TWA Stewardess,70,640
6871,Captain Oliver,71,640
6872,Pilot,72,640
6872,Dr. Chamberlain,9,4379
6873,Pilot,73,640
6873,Jarrad,20,10184
6874,Little Girl,74,640
6874,Katie,4,3021
6875,NY Savings Bank Manager,75,640
6875,Jimmy Two Times,75,769
6876,Female Teller,76,640
6876,Amy,25,10327
6877,Teen Waiter,77,640
6877,Kyle,12,926
6877,Drew Lou Who,11,8871
6877,Hitchhiking Ghost,15,10756
6877,Terrence Lubinecki,3,10760
6878,Man #3,78,640
6878,Detective at Detective Bureau,32,2118
6879,Ilene,79,640
6880,Candy,80,640
6881,Hotel Maid,81,640
6882,Little Girl on Street,83,640
6883,Blind Man,84,640
6883,Cafe 24 Customer,35,2898
6884,Young Man,85,640
6885,Peggy,86,640
6886,French Policeman (as Frank W. Abagnale),87,640
6887,Prison Guard (as Roger Lu00e8ger),88,640
6888,French Police Captain,89,640
6889,French Police,90,640
6890,French Police (as Guy Daniel Tremblay),91,640
6891,French Police (as Alexandre Bisping),92,640
6892,French Police,93,640
6893,Maitre D',94,640
6894,Kid,95,640
6895,Party Twin,96,640
6896,Party Twin,97,640
6897,Piano Player / Singer,98,640
6898,Piano Player,99,640
6899,Co-Pilot,100,640
6900,Himself (as Joe Garagiola),101,640
6901,Herself (as Kitty Carlisle Hart),102,640
6902,Choir,103,640
6903,Choir,104,640
6904,Choir,105,640
6905,Choir,106,640
6906,Choir,107,640
6907,Choir,108,640
6908,Choir,109,640
6909,Choir,110,640
6910,Choir,111,640
6911,Choir,112,640
6912,Choir,113,640
6913,Choir,114,640
6914,Choir,115,640
6915,Choir,116,640
6916,Choir,117,640
6917,Choir,118,640
6918,Choir,119,640
6919,Choir,120,640
6920,Choir,121,640
6921,Choir,122,640
6922,Sara Goldfarb,0,641
6922,Dr. Lillian Guzetti,2,1381
6922,Chris MacNeil,2,9552
6922,Barbara Bush,2,10523
6923,Tyrone C. Love,3,641
6923,Shorty Meeks,1,4248
6923,Calvin,0,9072
6924,Tappy Tibbons,4,641
6924,Todd Gross,11,2133
6924,Mr. Frank Connor,11,9276
6924,President of the USA,14,9488
6924,Wilson Croft,2,9574
6924,Shooter McGavin,2,9614
6924,Kent Mansley (voice),3,10386
6925,Ada,5,641
6925,Violet,17,9824
6925,Mona Jordan,11,10683
6926,Mrs. Pearlman,7,641
6927,Mrs. Scarlini,8,641
6927,Karen's Mother,15,769
6928,Mrs. Miles,11,641
6929,Malin & Block Secretary,14,641
6929,Blanca,6,8818
6930,Court Doctor,18,641
6930,Mediator,10,9009
6931,Visitor,19,641
6932,Angelic Nurse,20,641
6933,Big Tim Party Girl,22,641
6934,Big Tim Party Girl,23,641
6934,Angela Sands,4,10944
6935,E.R. Doctor,24,641
6936,Ward Attendant Seto,25,641
6937,Prison Guard,26,641
6937,Leland McBride,14,2756
6937,FBI Agent Steadman,18,9535
6938,Bike Salesman,4,642
6938,Doctor Sam Metcalf,8,6488
6939,Sheriff Ray Bledsoe,5,642
6939,Caspay,10,1685
6939,Grand Vizier,8,9610
6940,Woodcock,6,642
6940,Van Johnson,8,11072
6941,Agnes,7,642
6941,Evelyn Wright,3,2539
6941,Frau Blu00fccher,4,3034
6941,Ms. Norris,12,4257
6941,Mrs. Norris,18,4257
6941,Lynette,22,9291
6941,Great Gam Gam,5,9988
6941,Grandma,8,10147
6941,Madame Defarge,4,10156
6941,Pat Mozell,7,10385
6941,Mrs. Lynley Tensedge (voice),6,10386
6942,Harvey Logan,8,642
6943,Marshal,9,642
6943,Insp. Hans Wilhelm Friedrich Kamp,7,3034
6944,Macon,10,642
6945,Large Woman,11,642
6946,News Carver,12,642
6946,Andy Beamis,6,1788
6947,Fireman,13,642
6948,Flat Nose Curry,14,642
6948,Floyd - Bodyguard,13,9277
6949,Bank Manager,15,642
6950,Photographer,16,642
6951,Card Player #1,17,642
6952,Bank Teller,19,642
6953,Tiffany's Salesman,20,642
6954,Monica Swinton,1,644
6954,Alison,2,1636
6954,Kate Ericson,1,9562
6955,Martin Swinton,3,644
6956,Gigolo Joe,4,644
6956,Jerome Eugene Morrow,2,782
6956,Vassili Zaitsev,0,853
6956,Dickie Greenleaf,2,1213
6956,Graham,2,1581
6956,Jack Burden,1,1717
6956,Ted Pikul,1,1946
6956,Jeremy,1,1989
6956,Dan Woolf,1,2288
6956,Inman,0,2289
6956,Errol Flynn,7,2567
6956,Harlen Maguire,10,4147
6956,Sky Captain,0,5137
6956,Imaginarium Tony 2,3,8054
6956,Billy Carl Hanson,2,8197
6956,Alfie,0,8849
6956,Dr. John Watson,1,10528
6957,Supernerd,12,644
6957,Lenny,35,786
6957,Tuchman Marsh Man,11,4944
6957,Tiny Shorts Guy,12,10761
6958,Supernerd,13,644
6958,Tom Cronin,8,2502
6958,Tom Cronin,8,2503
6959,Supernerd,14,644
6960,Sheila,17,644
6961,Todd,18,644
6962,Dr. Frazier at Cryogenic Institute,19,644
6962,Dr. Meisenbach,31,9388
6962,Senator Ted Pullman,10,10316
6963,Honey Ryder,1,646
6964,Dr. No,2,646
6965,Felix Leiter,3,646
6966,Professor Dent,5,646
6966,Ernst Blofeld,19,657
6967,Miss Taro,6,646
6968,Quarrel,7,646
6969,Sylvia Trench,8,646
6969,Sylvia Trench,6,657
6970,Major Boothroyd,10,646
6970,Sheik in Arab Council (uncredited),26,947
6971,Tru00e9 Styles,1,650
6971,Petty Officer Doris Miller,3,676
6971,Cpl. Carl Hammaker,15,881
6971,Arlo,0,2162
6971,Frank Sachs,3,2898
6971,Nicky Barnes,16,4982
6971,Salt,4,6950
6971,Rod Tidwell,1,9390
6971,Himself,17,9398
6971,Jerry Robinson,0,9557
6971,Owen Templeton,0,9896
6972,Darin 'Doughboy' Baker,2,650
6972,Chief Elgin,2,6415
6972,Danny Rich,1,9360
6972,James 'Desolation' Williams,1,10016
6972,Craig,0,10426
6972,Craig Jones,0,10471
6972,Calvin Palmer,0,10611
6972,Craig Jones,0,10634
6972,Trey,1,10718
6973,Ricky Baker,3,650
6973,Bobby Zachs,4,3512
6973,McCool,9,4421
6973,Top Buchanan,2,9042
6973,Tommy Drake,4,11128
6974,Reva Devereaux,4,650
6974,Rachel Constantine,7,686
6974,Stewardess,30,951
6974,Dr. Betty Shabazz,1,1883
6974,Dr. Kaela Evers,1,10384
6975,Brandi,5,650
6975,Lonette,7,8849
6975,Sherry Pierce,1,9600
6975,Annie,3,9963
6975,Donna Chadway,3,10307
6975,Debbie,2,10634
6976,Brenda Baker,6,650
6976,Jessie,4,8291
6977,Mad Dog,7,650
6977,Sweating Cop at Massage Parlor,39,807
6978,Young Tru00e9 Styles,8,650
6979,"Lewis Crump, USC Recruiter",9,650
6979,Gypsy #1,12,1103
6979,Reverend R. L.,4,7874
6979,Uncle Earl,17,8291
6979,Agent Stockwell,15,8843
6980,Officer Coffey,10,650
6981,Rosa,11,650
6982,Shalika,12,650
6982,Margie Hendricks,2,1677
6982,Iesha,2,8291
6982,Marcee Tidwell,9,9390
6982,Carla Dean,3,9798
6982,Kreela,5,9906
6982,Grace Rossiter,2,10327
6982,Dana Jones,6,10634
6982,Kim Hinton,3,10708
6983,Helena,6,652
6983,Abigail Chase,1,2059
6984,Priam,7,652
6984,Reginal Flemming Johnson,1,746
6984,T.E. Lawrence,0,947
6984,Anton Ego (voice),5,2062
6984,King of Stormhold,9,2270
6985,Briseis,8,652
6985,Cassie,1,1272
6985,Scarlet,2,1562
6985,Duchesse de Polignac,4,1887
6985,Dormu00e9,24,1894
6986,Andromache,9,652
6986,Gracie,9,1360
6986,Donna Remar,4,2355
6986,Martine Love,1,8848
6986,Dr. Susan McCallister,1,8914
6987,Patroclus,10,652
6987,Murtagh,5,2486
6987,Jack Mercer,3,8292
6988,Eudorus,11,652
6988,Captain,4,1271
6988,Raffles,3,10027
6989,Thetis,12,652
6989,Madame Rosmerta,40,673
6989,Mrs. Emma du Maurier,2,866
6989,Lara Antipova,1,907
6989,Queen Aislinn,4,8840
