genre_id,movie_id
8,1817
12,1817
1,1819
9,1819
1,1824
9,1824
8,1830
12,1830
2,1830
1,1831
3,1832
11,1832
1,1832
8,1833
9,1833
8,1844
15,1844
9,1844
8,1850
1,1850
9,1850
8,1852
16,1852
12,1852
3,1858
4,1858
5,1858
3,1865
11,1865
4,1865
3,1878
8,1878
1,1878
4,1880
12,1880
8,1883
16,1883
8,1885
8,1887
16,1887
3,1891
4,1891
5,1891
3,1892
4,1892
5,1892
3,1893
4,1893
5,1893
3,1894
4,1894
5,1894
3,1895
4,1895
5,1895
8,1900
12,1900
2,1900
8,1903
12,1903
5,1903
15,1903
9,1903
8,1904
16,1904
9,1904
3,1907
8,1907
12,1907
9,1907
8,1909
1,1909
9,1909
3,1911
11,1911
4,1911
8,1913
8,1921
9,1921
3,1924
11,1924
4,1924
5,1924
8,1927
4,1927
5,1927
3,1930
11,1930
4,1930
8,1931
10,1931
16,1934
9,1934
17,1946
4,1946
12,1946
5,1946
8,1947
4,1948
12,1948
2,1948
8,1949
12,1949
2,1949
15,1949
8,1951
12,1954
5,1954
8,1955
16,1955
8,1957
12,1957
17,1961
1,1961
3,1966
8,1966
4,1966
16,1966
9,1966
13,1966
4,1969
1,1969
14,1969
2,1969
17,1970
12,1970
15,1970
17,1975
12,1975
3,1979
11,1979
4,1979
12,1979
8,1985
12,1985
15,1985
8,1988
12,1988
8,1989
9,1989
3,1995
11,1995
4,1995
12,1995
3,1996
11,1996
4,1996
12,1996
3,1997
8,1997
7,1997
8,2001
12,2001
2,2001
8,2009
8,2013
1,2018
1,2022
9,2022
3,2023
14,2023
8,2024
4,2024
16,2024
13,2024
8,2026
12,2026
2,2026
15,2026
8,2034
4,2034
12,2034
2,2034
4,2043
12,2043
2,2043
15,2043
8,2044
15,2044
9,2044
4,2048
5,2048
14,2055
8,2056
1,2056
8,2057
12,2057
15,2057
9,2057
3,2059
4,2059
12,2059
15,2059
11,2062
6,2062
1,2062
7,2062
5,2067
1,2069
2,2069
1,2074
9,2074
3,2080
4,2080
12,2080
5,2080
4,2085
12,2085
2,2085
8,2088
4,2088
12,2088
2,2088
8,2100
4,2100
12,2100
1,2105
9,2105
8,2112
4,2112
12,2112
2,2112
3,2114
11,2114
6,2114
4,2114
12,2114
5,2114
8,2116
12,2116
2,2116
8,2118
12,2118
2,2118
15,2118
3,2119
1,2122
12,2122
2,2122
1,2123
8,2133
3,2135
4,2135
5,2135
4,2140
12,2140
2,2140
8,2142
4,2142
2,2142
8,2148
2,2148
10,2148
9,2148
12,2155
3,2157
5,2157
7,2157
4,2162
1,2162
12,2162
8,2163
4,2163
12,2163
8,2176
12,2176
4,2185
1,2185
12,2185
8,2196
1,2196
3,2207
4,2207
12,2207
2,2207
8,2251
12,2251
12,2252
2,2252
15,2252
8,2253
16,2253
12,2253
13,2253
8,2255
1,2255
9,2255
8,2266
9,2266
3,2268
11,2268
3,2270
11,2270
9,2270
7,2270
8,2275
12,2275
2,2275
15,2275
1,2277
5,2277
11,2280
8,2280
1,2280
9,2280
7,2280
8,2288
9,2288
8,2289
1,2292
1,2293
9,2293
1,2294
1,2295
11,2300
6,2300
8,2300
1,2300
7,2300
3,2309
11,2309
7,2309
3,2310
6,2310
4,2310
3,2320
8,2320
4,2320
12,2320
8,2355
18,2359
8,2370
4,2370
12,2370
15,2370
3,2395
11,2395
1,2395
7,2395
8,2428
16,2428
4,2453
12,2453
3,2454
11,2454
7,2454
3,2486
11,2486
4,2486
7,2486
3,2493
11,2493
1,2493
9,2493
7,2493
8,2501
4,2501
12,2501
15,2501
8,2502
4,2502
12,2502
8,2503
4,2503
12,2503
15,2503
1,2539
8,2567
8,2575
12,2575
8,2604
13,2604
8,2610
1,2610
9,2610
11,2619
1,2619
9,2619
8,2621
1,2621
9,2621
4,2636
12,2636
8,2637
17,2637
15,2637
8,2639
1,2639
1,2642
9,2642
8,2649
12,2649
15,2649
8,2652
12,2652
8,2655
17,2655
12,2655
15,2655
17,2662
5,2666
15,2666
17,2667
15,2667
8,2669
4,2669
16,2669
8,2675
12,2675
5,2675
15,2675
11,2687
1,2687
5,2687
11,2698
1,2698
7,2698
4,2749
12,2749
2,2749
8,2755
1,2755
3,2756
4,2756
12,2756
5,2756
8,2757
1,2757
2,2757
1,2770
9,2770
4,2787
12,2787
5,2787
4,2789
5,2789
12,2832
15,2832
1,2898
9,2898
8,2900
12,2900
5,2900
11,2907
17,2907
1,2907
1,2925
1,2959
1,2976
10,2976
9,2976
7,2976
8,2977
9,2977
3,2989
12,2989
17,3021
12,3021
8,3033
1,3034
5,3034
1,3049
15,3049
11,3050
1,3050
7,3050
8,3059
8,3060
9,3060
13,3060
1,3062
10,3062
9,3062
1,3078
9,3078
1,3080
10,3080
9,3080
8,3082
1,3082
8,3083
1,3083
14,3089
12,3093
2,3093
15,3093
8,3116
8,3131
16,3131
2,3131
3,3132
4,3132
1,3132
12,3132
6,3170
8,3170
7,3170
4,3172
1,3172
2,3172
9,3172
8,3175
9,3175
13,3175
8,3291
16,3291
8,3482
4,3482
12,3482
13,3482
12,3489
2,3489
15,3489
6,3509
12,3509
5,3509
4,3512
12,3512
8,3536
4,3536
12,3536
13,3536
8,3580
2,3580
15,3580
8,3594
12,3594
15,3594
4,3595
12,3595
17,3597
12,3597
15,3597
17,3600
12,3600
15,3600
5,3604
1,3638
8,3682
10,3682
8,3683
16,3683
13,3683
8,3877
8,3902
10,3902
11,3933
6,3933
10,3933
9,3933
1,3981
9,3981
3,3989
6,3989
4,3989
1,3989
10,3989
11,4011
1,4011
8,4012
4,4105
12,4105
2,4105
4,4108
12,4108
2,4108
8,4133
2,4133
8,4147
12,4147
2,4147
8,4148
9,4148
8,4174
12,4174
15,4174
17,4232
2,4232
15,4232
17,4233
15,4233
17,4234
15,4234
11,4244
1,4244
7,4244
1,4248
8,4251
9,4251
1,4256
1,4257
1,4258
3,4327
4,4327
1,4327
12,4327
2,4327
8,4347
9,4347
8,4348
9,4348
8,4349
4,4349
12,4349
1,4379
9,4379
8,4380
1,4380
9,4380
8,4421
4,4421
3,4442
11,4442
4,4442
1,4442
12,4442
8,4464
16,4464
3,4476
8,4476
9,4476
13,4476
8,4477
12,4477
2,4477
8,4512
4,4512
14,4512
17,4513
12,4513
3,4515
8,4515
4,4515
16,4515
8,4517
16,4517
9,4517
8,4518
16,4518
11,4523
1,4523
9,4523
7,4523
8,4547
12,4547
2,4547
1,4551
2,4551
8,4553
12,4553
8,4566
2,4566
15,4566
8,4584
9,4584
8,4597
4,4597
12,4597
2,4597
8,4599
1,4599
9,4599
8,4614
4,4614
12,4614
4,4638
1,4638
2,4638
3,4723
8,4723
4,4723
1,4723
12,4723
5,4723
1,4806
9,4806
3,4824
4,4824
12,4824
2,4824
8,4836
12,4836
2,4836
12,4858
5,4858
8,4911
4,4911
12,4911
2,4911
8,4912
1,4912
12,4912
2,4912
9,4912
11,4922
8,4922
12,4922
15,4922
9,4922
14,4929
8,4942
1,4942
9,4942
8,4944
1,4944
8,4951
1,4951
9,4951
11,4958
8,4958
8,4959
12,4959
2,4959
8,4964
1,4964
9,4964
1,4967
17,4970
12,4970
8,4982
2,4982
8,4995
8,4997
12,4997
2,4997
15,4997
8,5038
9,5038
8,5123
8,5125
12,5125
3,5137
4,5137
12,5137
5,5137
15,5137
3,5172
8,5172
1,5172
5,5172
4,5174
1,5174
12,5174
2,5174
4,5175
1,5175
12,5175
2,5175
14,5176
4,5236
1,5236
2,5236
15,5236
3,5255
11,5255
6,5255
7,5255
8,5279
12,5279
15,5279
11,5393
6,5393
1,5393
5,5393
7,5393
4,5491
5,5491
13,5491
3,5503
4,5503
12,5503
2,5503
15,5503
3,5550
4,5550
12,5550
2,5550
5,5550
3,5551
4,5551
12,5551
3,5559
6,5559
1,5559
7,5559
3,5689
8,5689
9,5689
8,5722
1,5722
12,5722
8,5723
10,5723
9,5723
3,5769
1,5769
16,5769
9,5769
12,5780
15,5780
4,5820
12,5820
2,5820
8,5822
4,5822
9,5822
8,5852
12,5852
9,5852
1,5854
12,5854
2,5854
17,5876
12,5876
5,5876
8,5902
16,5902
13,5902
3,5915
8,5915
3,5925
8,5925
16,5925
12,5925
13,5925
8,5955
12,5955
2,5955
15,5955
1,5966
9,5966
8,6023
9,6023
3,6038
4,6038
1,6038
14,6038
3,6068
4,6068
1,6068
9,6068
4,6073
1,6073
2,6073
9,6073
17,6114
9,6114
3,6116
11,6116
8,6116
1,6116
10,6116
8,6171
17,6171
12,6171
5,6171
3,6278
11,6278
4,6278
1,6282
3,6415
4,6415
1,6415
11,6435
8,6435
1,6435
1,6439
17,6466
11,6477
6,6477
1,6477
10,6477
7,6477
8,6479
17,6479
4,6479
12,6479
5,6479
17,6488
1,6488
3,6519
4,6519
1,6519
3,6520
8,6520
4,6520
9,6520
8,6538
1,6538
16,6538
17,6552
1,6552
12,6552
1,6557
9,6557
1,6575
10,6575
8,6615
1,6615
9,6615
8,6639
9,6639
12,6687
2,6687
15,6687
3,6795
11,6795
5,6795
7,6795
1,6877
8,6947
12,6947
15,6947
8,6950
4,6950
12,6950
5,6950
1,6957
9,6957
1,6961
9,6961
8,6963
1,6963
8,6964
1,6964
9,6964
8,6972
8,6973
16,6973
12,6973
2,6973
15,6973
8,6977
12,6977
2,6977
3,6978
11,6978
4,6978
1,6978
4,7191
12,7191
5,7191
8,7214
8,7220
4,7220
2,7220
1,7278
4,7288
1,7288
12,7288
4,7299
12,7299
5,7299
8,7303
1,7303
9,7303
8,7304
4,7304
12,7304
2,7304
3,7305
8,7305
4,7305
12,7305
8,7326
1,7326
9,7326
17,7341
12,7341
5,7341
8,7345
8,7350
1,7350
3,7364
8,7364
4,7364
1,7364
15,7364
6,7443
1,7443
7,7443
8,7445
12,7445
13,7445
4,7446
1,7446
3,7450
6,7450
4,7450
5,7450
7,7450
3,7451
4,7451
12,7451
3,7453
1,7453
5,7453
7,7453
4,7459
5,7459
7,7459
8,7461
4,7461
12,7461
2,7461
3,7484
6,7484
7,7484
8,7485
4,7485
12,7485
2,7485
15,7485
12,7501
2,7501
8,7510
1,7510
3,7512
1,7512
5,7512
4,7516
1,7516
12,7516
2,7516
6,7518
1,7518
7,7518
1,7552
1,7553
8,7735
12,7735
17,7737
4,7737
5,7737
8,7859
8,7870
9,7870
8,7873
4,7873
12,7873
2,7873
8,7874
8,7913
1,7942
9,7942
8,7978
17,7978
12,7978
8,7979
11,7980
8,7980
8,8007
4,8007
12,8007
13,8007
3,8009
11,8009
4,8009
11,8011
4,8011
5,8011
1,8012
12,8012
2,8012
8,8046
8,8051
1,8051
9,8051
3,8053
8,8053
14,8053
2,8053
15,8053
3,8054
11,8054
15,8054
8,8055
9,8055
8,8065
2,8065
4,8068
12,8068
2,8068
5,8069
17,8077
4,8077
5,8077
17,8078
4,8078
5,8078
12,8080
2,8080
8,8090
8,8095
16,8095
9,8095
1,8141
12,8141
2,8141
9,8141
1,8193
3,8195
4,8195
12,8195
2,8195
8,8197
12,8197
2,8197
15,8197
8,8198
4,8198
12,8198
9,8198
4,8202
5,8202
3,8204
11,8204
7,8204
12,8224
2,8224
15,8224
3,8247
11,8247
5,8247
1,8265
8,8271
12,8271
15,8271
1,8273
9,8273
4,8285
1,8285
12,8285
2,8285
5,8285
8,8291
9,8291
4,8292
2,8292
8,8321
1,8321
2,8321
8,8328
10,8328
9,8328
17,8329
15,8329
17,8337
4,8337
12,8337
5,8337
8,8338
12,8338
5,8338
15,8338
8,8346
1,8346
9,8346
3,8355
6,8355
1,8355
7,8355
3,8358
8,8358
1,8363
3,8367
3,8373
4,8373
5,8373
4,8374
12,8374
2,8374
1,8386
17,8408
5,8408
8,8409
4,8409
17,8413
5,8413
15,8413
3,8427
4,8427
1,8427
12,8427
5,8452
8,8456
4,8456
17,8461
12,8461
2,8461
1,8467
1,8469
8,8470
12,8470
2,8470
3,8487
4,8487
1,8487
14,8487
5,8487
8,8488
1,8488
9,8488
8,8489
3,8536
11,8536
4,8536
5,8536
3,8584
4,8584
1,8584
14,8584
6,8587
8,8587
7,8587
3,8592
4,8592
1,8592
12,8592
2,8592
8,8618
1,8618
3,8619
8,8643
17,8643
12,8643
2,8643
12,8645
5,8645
8,8656
4,8656
9,8656
8,8665
16,8665
12,8665
3,8676
1,8676
9,8676
4,8681
12,8681
2,8688
15,8688
11,8698
4,8698
12,8698
5,8698
1,8699
8,8741
16,8741
13,8741
1,8780
3,8810
4,8810
12,8810
5,8810
3,8814
17,8814
4,8814
8,8818
16,8818
10,8818
4,8831
12,8831
2,8831
5,8831
8,8834
4,8834
12,8834
15,8834
1,8835
8,8836
12,8836
5,8836
15,8836
11,8839
1,8839
7,8839
11,8840
8,8842
9,8842
17,8843
12,8843
5,8843
8,8848
12,8848
2,8848
1,8849
3,8850
11,8850
4,8850
12,8850
5,8850
3,8854
4,8854
5,8854
1,8859
4,8870
12,8870
5,8870
11,8871
1,8871
7,8871
1,8872
10,8872
1,8874
9,8874
6,8885
8,8885
13,8885
4,8909
12,8909
2,8909
8,8913
17,8913
4,8914
12,8914
5,8914
3,8916
6,8916
1,8916
7,8916
6,8920
1,8920
7,8920
17,8922
12,8922
8,8944
1,8944
8,8952
1,8952
9,8952
11,8960
4,8960
3,8961
4,8961
1,8961
12,8961
2,8961
8,8963
4,8963
12,8963
3,8966
11,8966
8,8966
9,8966
11,8967
8,8967
8,8968
17,8968
12,8968
15,8968
1,8970
3,8975
8,8975
4,8975
12,8975
1,8976
12,8978
8,8984
12,8984
2,8984
15,8984
9,8984
8,8988
13,8988
8,8998
1,8998
9,8998
8,8999
12,8999
17,9003
11,9007
1,9007
9,9007
8,9008
12,9008
8,9009
17,9009
12,9009
1,9012
18,9012
3,9013
1,9013
2,9013
3,9016
11,9016
6,9016
5,9016
7,9016
11,9021
1,9021
7,9021
3,9023
6,9023
1,9023
14,9023
7,9023
1,9029
9,9029
8,9030
17,9030
12,9030
8,9032
1,9032
3,9036
8,9036
7,9036
3,9042
17,9042
4,9042
12,9042
3,9053
4,9053
12,9053
11,9067
4,9067
1,9067
5,9067
1,9072
2,9072
8,9075
12,9075
13,9075
8,9087
1,9087
9,9087
3,9093
8,9093
9,9093
13,9093
8,9095
17,9095
12,9095
9,9095
11,9100
8,9100
17,9100
12,9100
3,9208
8,9208
4,9208
12,9208
4,9257
12,9257
2,9257
3,9266
8,9268
4,9268
12,9268
15,9268
4,9271
12,9271
2,9271
5,9271
3,9273
1,9273
2,9273
17,9276
5,9276
15,9276
8,9277
1,9277
2,9277
1,9279
7,9279
12,9280
2,9280
9,9280
8,9281
12,9281
2,9281
9,9281
3,9285
1,9285
17,9286
15,9286
8,9289
4,9289
16,9289
13,9289
3,9290
1,9290
8,9291
1,9291
3,9292
4,9292
1,9292
11,9294
8,9294
5,9294
9,9294
11,9297
6,9297
1,9297
7,9297
8,9303
12,9303
2,9303
9,9303
11,9306
17,9306
5,9306
8,9310
1,9310
7,9310
11,9312
4,9312
8,9315
12,9315
15,9315
11,9327
1,9327
5,9327
9,9327
8,9331
4,9331
12,9331
3,9334
11,9334
4,9334
4,9335
12,9335
2,9335
1,9336
2,9336
11,9339
8,9339
1,9339
9,9339
3,9341
4,9341
12,9341
5,9341
3,9342
4,9342
8,9344
2,9344
17,9348
4,9348
5,9348
3,9350
4,9350
12,9350
1,9352
1,9353
7,9353
3,9355
4,9355
5,9355
17,9357
12,9357
17,9358
15,9358
3,9360
17,9360
12,9360
3,9361
8,9361
4,9361
16,9361
9,9361
13,9361
17,9362
4,9362
