movie_id,language_name,language_role
31915,English,Spoken
32275,English,Spoken
32316,English,Spoken
32456,English,Spoken
32657,English,Spoken
32823,English,Spoken
32856,English,Spoken
33155,English,Spoken
33157,English,Spoken
33217,English,Spoken
33644,English,Spoken
33667,English,Spoken
33676,English,Spoken
33870,English,Spoken
33909,English,Spoken
34016,English,Spoken
34086,English,Spoken
34106,English,Spoken
34314,English,Spoken
34341,English,Spoken
34549,English,Spoken
34563,English,Spoken
34584,English,Spoken
34647,English,Spoken
34769,English,Spoken
34806,English,Spoken
34813,English,Spoken
34851,English,Spoken
35019,English,Spoken
35032,English,Spoken
35056,English,Spoken
35073,English,Spoken
35169,English,Spoken
35688,English,Spoken
35791,English,Spoken
36046,English,Spoken
36047,English,Spoken
36355,English,Spoken
36419,English,Spoken
36557,English,Spoken
36586,English,Spoken
36593,English,Spoken
36643,English,Spoken
36647,English,Spoken
36648,English,Spoken
36657,English,Spoken
36658,English,Spoken
36668,English,Spoken
36669,English,Spoken
36670,English,Spoken
36691,English,Spoken
36819,English,Spoken
36955,English,Spoken
37003,English,Spoken
37137,English,Spoken
37165,English,Spoken
37233,English,Spoken
37495,English,Spoken
37686,English,Spoken
37710,English,Spoken
37724,English,Spoken
37735,English,Spoken
37786,English,Spoken
37799,English,Spoken
37821,English,Spoken
37834,English,Spoken
37931,English,Spoken
37950,English,Spoken
37958,English,Spoken
38050,English,Spoken
38055,English,Spoken
38073,English,Spoken
38117,English,Spoken
38153,English,Spoken
38167,English,Spoken
38303,English,Spoken
38317,English,Spoken
38319,English,Spoken
38321,English,Spoken
38322,English,Spoken
38356,English,Spoken
38357,English,Spoken
38358,English,Spoken
38363,English,Spoken
38365,English,Spoken
38448,English,Spoken
38541,English,Spoken
38579,English,Spoken
38665,English,Spoken
38745,English,Spoken
38757,English,Spoken
38778,English,Spoken
38985,English,Spoken
39013,English,Spoken
39141,English,Spoken
39209,English,Spoken
39254,English,Spoken
39451,English,Spoken
39486,English,Spoken
39513,English,Spoken
39514,English,Spoken
39538,English,Spoken
39691,English,Spoken
39781,English,Spoken
39800,English,Spoken
39806,English,Spoken
39833,English,Spoken
39895,English,Spoken
39939,English,Spoken
40001,English,Spoken
40264,English,Spoken
40494,English,Spoken
40688,English,Spoken
40805,English,Spoken
40807,English,Spoken
41154,English,Spoken
41210,English,Spoken
41216,English,Spoken
41233,English,Spoken
41283,English,Spoken
41402,English,Spoken
41436,English,Spoken
41439,English,Spoken
41446,English,Spoken
41479,English,Spoken
41513,English,Spoken
41515,English,Spoken
41630,English,Spoken
41733,English,Spoken
41823,English,Spoken
42151,English,Spoken
42188,English,Spoken
42297,English,Spoken
42345,English,Spoken
42618,English,Spoken
42684,English,Spoken
42807,English,Spoken
42888,English,Spoken
42889,English,Spoken
43074,English,Spoken
43266,English,Spoken
43306,English,Spoken
43347,English,Spoken
43434,English,Spoken
43539,English,Spoken
43546,English,Spoken
43593,English,Spoken
43595,English,Spoken
43610,English,Spoken
43839,English,Spoken
43884,English,Spoken
43923,English,Spoken
43931,English,Spoken
43933,English,Spoken
43935,English,Spoken
43942,English,Spoken
43947,English,Spoken
43949,English,Spoken
43959,English,Spoken
44009,English,Spoken
44040,English,Spoken
44048,English,Spoken
44113,English,Spoken
44115,English,Spoken
44147,English,Spoken
44214,English,Spoken
44264,English,Spoken
44564,English,Spoken
44603,English,Spoken
44634,English,Spoken
44638,English,Spoken
44639,English,Spoken
44754,English,Spoken
44826,English,Spoken
44833,English,Spoken
44835,English,Spoken
44896,English,Spoken
44912,English,Spoken
44943,English,Spoken
44945,English,Spoken
45132,English,Spoken
45243,English,Spoken
45269,English,Spoken
45272,English,Spoken
45317,English,Spoken
45324,English,Spoken
45610,English,Spoken
45612,English,Spoken
45649,English,Spoken
45658,English,Spoken
46138,English,Spoken
46195,English,Spoken
46261,English,Spoken
46528,English,Spoken
46529,English,Spoken
46705,English,Spoken
46738,English,Spoken
46829,English,Spoken
46838,English,Spoken
46849,English,Spoken
46889,English,Spoken
46989,English,Spoken
47088,English,Spoken
47327,English,Spoken
47502,English,Spoken
47607,English,Spoken
47816,English,Spoken
47889,English,Spoken
47890,English,Spoken
47933,English,Spoken
47941,English,Spoken
47964,English,Spoken
48138,English,Spoken
48171,English,Spoken
48231,English,Spoken
48289,English,Spoken
48309,English,Spoken
48340,English,Spoken
48572,English,Spoken
48988,English,Spoken
49010,English,Spoken
49013,English,Spoken
49017,English,Spoken
49018,English,Spoken
49021,English,Spoken
49022,English,Spoken
49026,English,Spoken
49040,English,Spoken
49047,English,Spoken
49049,English,Spoken
49051,English,Spoken
49081,English,Spoken
49444,English,Spoken
49471,English,Spoken
49519,English,Spoken
49520,English,Spoken
49521,English,Spoken
49524,English,Spoken
49526,English,Spoken
49527,English,Spoken
49529,English,Spoken
49530,English,Spoken
49538,English,Spoken
49730,English,Spoken
49852,English,Spoken
49948,English,Spoken
49950,English,Spoken
50014,English,Spoken
50035,English,Spoken
50321,English,Spoken
50348,English,Spoken
50357,English,Spoken
50359,English,Spoken
50456,English,Spoken
50544,English,Spoken
50546,English,Spoken
50601,English,Spoken
50620,English,Spoken
50646,English,Spoken
50647,English,Spoken
50725,English,Spoken
50780,English,Spoken
50839,English,Spoken
50875,English,Spoken
51162,English,Spoken
51497,English,Spoken
51540,English,Spoken
51588,English,Spoken
51828,English,Spoken
51942,English,Spoken
52015,English,Spoken
52449,English,Spoken
52451,English,Spoken
52520,English,Spoken
53182,English,Spoken
53457,English,Spoken
54054,English,Spoken
54138,English,Spoken
54518,English,Spoken
54897,English,Spoken
55123,English,Spoken
55301,English,Spoken
55347,English,Spoken
55420,English,Spoken
55465,English,Spoken
55604,English,Spoken
55720,English,Spoken
55721,English,Spoken
55779,English,Spoken
55787,English,Spoken
56288,English,Spoken
56292,English,Spoken
56601,English,Spoken
57089,English,Spoken
57119,English,Spoken
57157,English,Spoken
57158,English,Spoken
57165,English,Spoken
57201,English,Spoken
57212,English,Spoken
57214,English,Spoken
57431,English,Spoken
57612,English,Spoken
57800,English,Spoken
58151,English,Spoken
58224,English,Spoken
58233,English,Spoken
58428,English,Spoken
58431,English,Spoken
58574,English,Spoken
58595,English,Spoken
58680,English,Spoken
58882,English,Spoken
59108,English,Spoken
59436,English,Spoken
59440,English,Spoken
59678,English,Spoken
59728,English,Spoken
59859,English,Spoken
59860,English,Spoken
59861,English,Spoken
59961,English,Spoken
59962,English,Spoken
59965,English,Spoken
59967,English,Spoken
59968,English,Spoken
59981,English,Spoken
60304,English,Spoken
60307,English,Spoken
60308,English,Spoken
60309,English,Spoken
60420,English,Spoken
60422,English,Spoken
60599,English,Spoken
61012,English,Spoken
61752,English,Spoken
61791,English,Spoken
61891,English,Spoken
62177,English,Spoken
62206,English,Spoken
62211,English,Spoken
62213,English,Spoken
62214,English,Spoken
62215,English,Spoken
62630,English,Spoken
62676,English,Spoken
62764,English,Spoken
62835,English,Spoken
62837,English,Spoken
62838,English,Spoken
63020,English,Spoken
63492,English,Spoken
64328,English,Spoken
64639,English,Spoken
64682,English,Spoken
64685,English,Spoken
64686,English,Spoken
64688,English,Spoken
64689,English,Spoken
64690,English,Spoken
64720,English,Spoken
64807,English,Spoken
65055,English,Spoken
65057,English,Spoken
65086,English,Spoken
65203,English,Spoken
65754,English,Spoken
65759,English,Spoken
67660,English,Spoken
67675,English,Spoken
67913,English,Spoken
68179,English,Spoken
68718,English,Spoken
68721,English,Spoken
68722,English,Spoken
68724,English,Spoken
68726,English,Spoken
68727,English,Spoken
68728,English,Spoken
68734,English,Spoken
68735,English,Spoken
68737,English,Spoken
68812,English,Spoken
68924,English,Spoken
69668,English,Spoken
70074,English,Spoken
70160,English,Spoken
70435,English,Spoken
70436,English,Spoken
70868,English,Spoken
70981,English,Spoken
71469,English,Spoken
71552,English,Spoken
71676,English,Spoken
71679,English,Spoken
71688,English,Spoken
71859,English,Spoken
71880,English,Spoken
72105,English,Spoken
72113,English,Spoken
72190,English,Spoken
72197,English,Spoken
72207,English,Spoken
72213,English,Spoken
72331,English,Spoken
72358,English,Spoken
72387,English,Spoken
72431,English,Spoken
72545,English,Spoken
72559,English,Spoken
72570,English,Spoken
72571,English,Spoken
72710,English,Spoken
72976,English,Spoken
73191,English,Spoken
73247,English,Spoken
73567,English,Spoken
73873,English,Spoken
73937,English,Spoken
74465,English,Spoken
74534,English,Spoken
74725,English,Spoken
75174,English,Spoken
75531,English,Spoken
75612,English,Spoken
75638,English,Spoken
75656,English,Spoken
75674,English,Spoken
75780,English,Spoken
75900,English,Spoken
76025,English,Spoken
76163,English,Spoken
76170,English,Spoken
76203,English,Spoken
76285,English,Spoken
76338,English,Spoken
76341,English,Spoken
76487,English,Spoken
76489,English,Spoken
76492,English,Spoken
76493,English,Spoken
76494,English,Spoken
76617,English,Spoken
76649,English,Spoken
76726,English,Spoken
76757,English,Spoken
77016,English,Spoken
77174,English,Spoken
77866,English,Spoken
77877,English,Spoken
77883,English,Spoken
77930,English,Spoken
77931,English,Spoken
77948,English,Spoken
77949,English,Spoken
77950,English,Spoken
77951,English,Spoken
77987,English,Spoken
78149,English,Spoken
78383,English,Spoken
78394,English,Spoken
78698,English,Spoken
79120,English,Spoken
79316,English,Spoken
79694,English,Spoken
79777,English,Spoken
80035,English,Spoken
80274,English,Spoken
80278,English,Spoken
80321,English,Spoken
80585,English,Spoken
81005,English,Spoken
81188,English,Spoken
81390,English,Spoken
81796,English,Spoken
81836,English,Spoken
82505,English,Spoken
82507,English,Spoken
82525,English,Spoken
82532,English,Spoken
82650,English,Spoken
82654,English,Spoken
82675,English,Spoken
82679,English,Spoken
82682,English,Spoken
82687,English,Spoken
82690,English,Spoken
82693,English,Spoken
82695,English,Spoken
82696,English,Spoken
82700,English,Spoken
82702,English,Spoken
82703,English,Spoken
82990,English,Spoken
83542,English,Spoken
83666,English,Spoken
83686,English,Spoken
83770,English,Spoken
84174,English,Spoken
84175,English,Spoken
84200,English,Spoken
84329,English,Spoken
84332,English,Spoken
84355,English,Spoken
84892,English,Spoken
85350,English,Spoken
85446,English,Spoken
86825,English,Spoken
86829,English,Spoken
86834,English,Spoken
86838,English,Spoken
87093,English,Spoken
87101,English,Spoken
87421,English,Spoken
87428,English,Spoken
87499,English,Spoken
87502,English,Spoken
87567,English,Spoken
87729,English,Spoken
87818,English,Spoken
87827,English,Spoken
88005,English,Spoken
88036,English,Spoken
88042,English,Spoken
88641,English,Spoken
88751,English,Spoken
88794,English,Spoken
89492,English,Spoken
89750,English,Spoken
91070,English,Spoken
91314,English,Spoken
92182,English,Spoken
92591,English,Spoken
93456,English,Spoken
94348,English,Spoken
96399,English,Spoken
96721,English,Spoken
97020,English,Spoken
97367,English,Spoken
97370,English,Spoken
97430,English,Spoken
97614,English,Spoken
97630,English,Spoken
98357,English,Spoken
98566,English,Spoken
99861,English,Spoken
100042,English,Spoken
100241,English,Spoken
100402,English,Spoken
101173,English,Spoken
101267,English,Spoken
101299,English,Spoken
102382,English,Spoken
102651,English,Spoken
102899,English,Spoken
103620,English,Spoken
103663,English,Spoken
103731,English,Spoken
104755,English,Spoken
105864,English,Spoken
106646,English,Spoken
106747,English,Spoken
107811,English,Spoken
107846,English,Spoken
107985,English,Spoken
108346,English,Spoken
109091,English,Spoken
109414,English,Spoken
109417,English,Spoken
109418,English,Spoken
109421,English,Spoken
109424,English,Spoken
109428,English,Spoken
109431,English,Spoken
109443,English,Spoken
109445,English,Spoken
109451,English,Spoken
109491,English,Spoken
109513,English,Spoken
109729,English,Spoken
110415,English,Spoken
111190,English,Spoken
112949,English,Spoken
113464,English,Spoken
113947,English,Spoken
114150,English,Spoken
115210,English,Spoken
116149,English,Spoken
116613,English,Spoken
116711,English,Spoken
116741,English,Spoken
116745,English,Spoken
116977,English,Spoken
117251,English,Spoken
117263,English,Spoken
118340,English,Spoken
118452,English,Spoken
119283,English,Spoken
119450,English,Spoken
120467,English,Spoken
121826,English,Spoken
122081,English,Spoken
122917,English,Spoken
123553,English,Spoken
123678,English,Spoken
124459,English,Spoken
127493,English,Spoken
127560,English,Spoken
127585,English,Spoken
129139,English,Spoken
129670,English,Spoken
130150,English,Spoken
131631,English,Spoken
131634,English,Spoken
132232,English,Spoken
132344,English,Spoken
132363,English,Spoken
133694,English,Spoken
133805,English,Spoken
134374,English,Spoken
134411,English,Spoken
135397,English,Spoken
136400,English,Spoken
136795,English,Spoken
136797,English,Spoken
136835,English,Spoken
137093,English,Spoken
137094,English,Spoken
137106,English,Spoken
137113,English,Spoken
137321,English,Spoken
138103,English,Spoken
138832,English,Spoken
138843,English,Spoken
139038,English,Spoken
139948,English,Spoken
140300,English,Spoken
140823,English,Spoken
144336,English,Spoken
144340,English,Spoken
145220,English,Spoken
146198,English,Spoken
146203,English,Spoken
146227,English,Spoken
146233,English,Spoken
146238,English,Spoken
146239,English,Spoken
146304,English,Spoken
147441,English,Spoken
147773,English,Spoken
150540,English,Spoken
150689,English,Spoken
152532,English,Spoken
152599,English,Spoken
152601,English,Spoken
152737,English,Spoken
152742,English,Spoken
152747,English,Spoken
152760,English,Spoken
153158,English,Spoken
153518,English,Spoken
156022,English,Spoken
157336,English,Spoken
157350,English,Spoken
157353,English,Spoken
157386,English,Spoken
157544,English,Spoken
157547,English,Spoken
157841,English,Spoken
157847,English,Spoken
157849,English,Spoken
158011,English,Spoken
158015,English,Spoken
158852,English,Spoken
159824,English,Spoken
160588,English,Spoken
162903,English,Spoken
164457,English,Spoken
166424,English,Spoken
167073,English,Spoken
168259,English,Spoken
168530,English,Spoken
168672,English,Spoken
168705,English,Spoken
169917,English,Spoken
170687,English,Spoken
171274,English,Spoken
171424,English,Spoken
172385,English,Spoken
172391,English,Spoken
174751,English,Spoken
175528,English,Spoken
175541,English,Spoken
175574,English,Spoken
176124,English,Spoken
177572,English,Spoken
177677,English,Spoken
181283,English,Spoken
181533,English,Spoken
184098,English,Spoken
184315,English,Spoken
187017,English,Spoken
188207,English,Spoken
188927,English,Spoken
190859,English,Spoken
190955,English,Spoken
191714,English,Spoken
192102,English,Spoken
192136,English,Spoken
192141,English,Spoken
193610,English,Spoken
193613,English,Spoken
193756,English,Spoken
193893,English,Spoken
194662,English,Spoken
195589,English,Spoken
196867,English,Spoken
198184,English,Spoken
198185,English,Spoken
198277,English,Spoken
198663,English,Spoken
199373,English,Spoken
199933,English,Spoken
200505,English,Spoken
201088,English,Spoken
203801,English,Spoken
204082,English,Spoken
204922,English,Spoken
205220,English,Spoken
205584,English,Spoken
205587,English,Spoken
205596,English,Spoken
205775,English,Spoken
206647,English,Spoken
208134,English,Spoken
209112,English,Spoken
209403,English,Spoken
209451,English,Spoken
210577,English,Spoken
210860,English,Spoken
211672,English,Spoken
211954,English,Spoken
214756,English,Spoken
216015,English,Spoken
216282,English,Spoken
217708,English,Spoken
218043,English,Spoken
218778,English,Spoken
222899,English,Spoken
222935,English,Spoken
222936,English,Spoken
223702,English,Spoken
224141,English,Spoken
225565,English,Spoken
225574,English,Spoken
225886,English,Spoken
226486,English,Spoken
226857,English,Spoken
227156,English,Spoken
227159,English,Spoken
227306,English,Spoken
227348,English,Spoken
227707,English,Spoken
227719,English,Spoken
227735,English,Spoken
227973,English,Spoken
228066,English,Spoken
228150,English,Spoken
228161,English,Spoken
228165,English,Spoken
228194,English,Spoken
228205,English,Spoken
228326,English,Spoken
228967,English,Spoken
228970,English,Spoken
230266,English,Spoken
231576,English,Spoken
232672,English,Spoken
232679,English,Spoken
234212,English,Spoken
235260,English,Spoken
236751,English,Spoken
238603,English,Spoken
238615,English,Spoken
238636,English,Spoken
239563,English,Spoken
239571,English,Spoken
239573,English,Spoken
239678,English,Spoken
240832,English,Spoken
241239,English,Spoken
241251,English,Spoken
241254,English,Spoken
241259,English,Spoken
241554,English,Spoken
241771,English,Spoken
242095,English,Spoken
242512,English,Spoken
242582,English,Spoken
243938,English,Spoken
243940,English,Spoken
244783,English,Spoken
244786,English,Spoken
245703,English,Spoken
245846,English,Spoken
245916,English,Spoken
246403,English,Spoken
246655,English,Spoken
249164,English,Spoken
250124,English,Spoken
250546,English,Spoken
251321,English,Spoken
252512,English,Spoken
252680,English,Spoken
253235,English,Spoken
253331,English,Spoken
253412,English,Spoken
254128,English,Spoken
254470,English,Spoken
254473,English,Spoken
254904,English,Spoken
255343,English,Spoken
256274,English,Spoken
256591,English,Spoken
256917,English,Spoken
256924,English,Spoken
256961,English,Spoken
256962,English,Spoken
257088,English,Spoken
257091,English,Spoken
257211,English,Spoken
257344,English,Spoken
257445,English,Spoken
258489,English,Spoken
259693,English,Spoken
259694,English,Spoken
260346,English,Spoken
261023,English,Spoken
262500,English,Spoken
262504,English,Spoken
264644,English,Spoken
264656,English,Spoken
264660,English,Spoken
264999,English,Spoken
266396,English,Spoken
266647,English,Spoken
266856,English,Spoken
267860,English,Spoken
267935,English,Spoken
268238,English,Spoken
268920,English,Spoken
270303,English,Spoken
270487,English,Spoken
270946,English,Spoken
271110,English,Spoken
271718,English,Spoken
271969,English,Spoken
272693,English,Spoken
272878,English,Spoken
273248,English,Spoken
273481,English,Spoken
273895,English,Spoken
273899,English,Spoken
274167,English,Spoken
274479,English,Spoken
274854,English,Spoken
276907,English,Spoken
277216,English,Spoken
277685,English,Spoken
278927,English,Spoken
280092,English,Spoken
281957,English,Spoken
283445,English,Spoken
284293,English,Spoken
284536,English,Spoken
285783,English,Spoken
285923,English,Spoken
286217,English,Spoken
286565,English,Spoken
287424,English,Spoken
287903,English,Spoken
287948,English,Spoken
290595,English,Spoken
290751,English,Spoken
290825,English,Spoken
291270,English,Spoken
291805,English,Spoken
291870,English,Spoken
293646,English,Spoken
293660,English,Spoken
293863,English,Spoken
294254,English,Spoken
294272,English,Spoken
295964,English,Spoken
296096,English,Spoken
296098,English,Spoken
296099,English,Spoken
297761,English,Spoken
298312,English,Spoken
299245,English,Spoken
299687,English,Spoken
300671,English,Spoken
300673,English,Spoken
301351,English,Spoken
301365,English,Spoken
301748,English,Spoken
302156,English,Spoken
302579,English,Spoken
302688,English,Spoken
302699,English,Spoken
303858,English,Spoken
304357,English,Spoken
306745,English,Spoken
307081,English,Spoken
308531,English,Spoken
308639,English,Spoken
309809,English,Spoken
310131,English,Spoken
312221,English,Spoken
313922,English,Spoken
314365,English,Spoken
314385,English,Spoken
315664,English,Spoken
316152,English,Spoken
316727,English,Spoken
318846,English,Spoken
318850,English,Spoken
319888,English,Spoken
321258,English,Spoken
321697,English,Spoken
321741,English,Spoken
323675,English,Spoken
323676,English,Spoken
323677,English,Spoken
324668,English,Spoken
325133,English,Spoken
325789,English,Spoken
328111,English,Spoken
328387,English,Spoken
328425,English,Spoken
329440,English,Spoken
329833,English,Spoken
331190,English,Spoken
332567,English,Spoken
333348,English,Spoken
333371,English,Spoken
335778,English,Spoken
336004,English,Spoken
339408,English,Spoken
339984,English,Spoken
342521,English,Spoken
343795,English,Spoken
345911,English,Spoken
347126,English,Spoken
351819,English,Spoken
364083,English,Spoken
376659,English,Spoken
417859,English,Spoken
18,svenska,Spoken
180,svenska,Spoken
597,svenska,Spoken
854,svenska,Spoken
1907,svenska,Spoken
4517,svenska,Spoken
5780,svenska,Spoken
9557,svenska,Spoken
14729,svenska,Spoken
19913,svenska,Spoken
56292,svenska,Spoken
74725,svenska,Spoken
80278,svenska,Spoken
127493,svenska,Spoken
177677,svenska,Spoken
217708,svenska,Spoken
18,Deutsch,Spoken
76,Deutsch,Spoken
78,Deutsch,Spoken
85,Deutsch,Spoken
89,Deutsch,Spoken
104,Deutsch,Spoken
115,Deutsch,Spoken
182,Deutsch,Spoken
217,Deutsch,Spoken
242,Deutsch,Spoken
252,Deutsch,Spoken
279,Deutsch,Spoken
289,Deutsch,Spoken
292,Deutsch,Spoken
334,Deutsch,Spoken
338,Deutsch,Spoken
387,Deutsch,Spoken
409,Deutsch,Spoken
411,Deutsch,Spoken
421,Deutsch,Spoken
423,Deutsch,Spoken
424,Deutsch,Spoken
431,Deutsch,Spoken
479,Deutsch,Spoken
562,Deutsch,Spoken
576,Deutsch,Spoken
582,Deutsch,Spoken
597,Deutsch,Spoken
612,Deutsch,Spoken
613,Deutsch,Spoken
668,Deutsch,Spoken
681,Deutsch,Spoken
700,Deutsch,Spoken
703,Deutsch,Spoken
708,Deutsch,Spoken
714,Deutsch,Spoken
817,Deutsch,Spoken
818,Deutsch,Spoken
853,Deutsch,Spoken
857,Deutsch,Spoken
864,Deutsch,Spoken
956,Deutsch,Spoken
1165,Deutsch,Spoken
1248,Deutsch,Spoken
1452,Deutsch,Spoken
1523,Deutsch,Spoken
1535,Deutsch,Spoken
1555,Deutsch,Spoken
1572,Deutsch,Spoken
1648,Deutsch,Spoken
1722,Deutsch,Spoken
1813,Deutsch,Spoken
1830,Deutsch,Spoken
1985,Deutsch,Spoken
2057,Deutsch,Spoken
2123,Deutsch,Spoken
2253,Deutsch,Spoken
2501,Deutsch,Spoken
2502,Deutsch,Spoken
2649,Deutsch,Spoken
3034,Deutsch,Spoken
3089,Deutsch,Spoken
3093,Deutsch,Spoken
3175,Deutsch,Spoken
3482,Deutsch,Spoken
3536,Deutsch,Spoken
4327,Deutsch,Spoken
4442,Deutsch,Spoken
4597,Deutsch,Spoken
4614,Deutsch,Spoken
4942,Deutsch,Spoken
4959,Deutsch,Spoken
5137,Deutsch,Spoken
5780,Deutsch,Spoken
5902,Deutsch,Spoken
5925,Deutsch,Spoken
6068,Deutsch,Spoken
7451,Deutsch,Spoken
7735,Deutsch,Spoken
8055,Deutsch,Spoken
8698,Deutsch,Spoken
8885,Deutsch,Spoken
9075,Deutsch,Spoken
9281,Deutsch,Spoken
9289,Deutsch,Spoken
9315,Deutsch,Spoken
9352,Deutsch,Spoken
9472,Deutsch,Spoken
9552,Deutsch,Spoken
9672,Deutsch,Spoken
9705,Deutsch,Spoken
9801,Deutsch,Spoken
9804,Deutsch,Spoken
9829,Deutsch,Spoken
9870,Deutsch,Spoken
9988,Deutsch,Spoken
10027,Deutsch,Spoken
10048,Deutsch,Spoken
10092,Deutsch,Spoken
10204,Deutsch,Spoken
10477,Deutsch,Spoken
10534,Deutsch,Spoken
10592,Deutsch,Spoken
10625,Deutsch,Spoken
10764,Deutsch,Spoken
10774,Deutsch,Spoken
10873,Deutsch,Spoken
10935,Deutsch,Spoken
10992,Deutsch,Spoken
11022,Deutsch,Spoken
11072,Deutsch,Spoken
11212,Deutsch,Spoken
11247,Deutsch,Spoken
11324,Deutsch,Spoken
11519,Deutsch,Spoken
11622,Deutsch,Spoken
11632,Deutsch,Spoken
11661,Deutsch,Spoken
12090,Deutsch,Spoken
12412,Deutsch,Spoken
13448,Deutsch,Spoken
13996,Deutsch,Spoken
14283,Deutsch,Spoken
14844,Deutsch,Spoken
15301,Deutsch,Spoken
16558,Deutsch,Spoken
16564,Deutsch,Spoken
16869,Deutsch,Spoken
18254,Deutsch,Spoken
19898,Deutsch,Spoken
21345,Deutsch,Spoken
22301,Deutsch,Spoken
23629,Deutsch,Spoken
24100,Deutsch,Spoken
24662,Deutsch,Spoken
26389,Deutsch,Spoken
27191,Deutsch,Spoken
31175,Deutsch,Spoken
31668,Deutsch,Spoken
36658,Deutsch,Spoken
36669,Deutsch,Spoken
36955,Deutsch,Spoken
37834,Deutsch,Spoken
38985,Deutsch,Spoken
39209,Deutsch,Spoken
39895,Deutsch,Spoken
43434,Deutsch,Spoken
48138,Deutsch,Spoken
48289,Deutsch,Spoken
49538,Deutsch,Spoken
50456,Deutsch,Spoken
53457,Deutsch,Spoken
54580,Deutsch,Spoken
58233,Deutsch,Spoken
59436,Deutsch,Spoken
60422,Deutsch,Spoken
62206,Deutsch,Spoken
68718,Deutsch,Spoken
72431,Deutsch,Spoken
94348,Deutsch,Spoken
96721,Deutsch,Spoken
107846,Deutsch,Spoken
145220,Deutsch,Spoken
152760,Deutsch,Spoken
157544,Deutsch,Spoken
176124,Deutsch,Spoken
177677,Deutsch,Spoken
203801,Deutsch,Spoken
206647,Deutsch,Spoken
225574,Deutsch,Spoken
271110,Deutsch,Spoken
287903,Deutsch,Spoken
290825,Deutsch,Spoken
296098,Deutsch,Spoken
304357,Deutsch,Spoken
316152,Deutsch,Spoken
319888,Deutsch,Spoken
19,No Language,Spoken
62204,No Language,Spoken
24,u65e5u672cu8a9e,Spoken
78,u65e5u672cu8a9e,Spoken
104,u65e5u672cu8a9e,Spoken
114,u65e5u672cu8a9e,Spoken
129,u65e5u672cu8a9e,Spoken
153,u65e5u672cu8a9e,Spoken
327,u65e5u672cu8a9e,Spoken
435,u65e5u672cu8a9e,Spoken
616,u65e5u672cu8a9e,Spoken
667,u65e5u672cu8a9e,Spoken
676,u65e5u672cu8a9e,Spoken
746,u65e5u672cu8a9e,Spoken
818,u65e5u672cu8a9e,Spoken
826,u65e5u672cu8a9e,Spoken
844,u65e5u672cu8a9e,Spoken
920,u65e5u672cu8a9e,Spoken
1164,u65e5u672cu8a9e,Spoken
1251,u65e5u672cu8a9e,Spoken
1904,u65e5u672cu8a9e,Spoken
1970,u65e5u672cu8a9e,Spoken
1975,u65e5u672cu8a9e,Spoken
1979,u65e5u672cu8a9e,Spoken
2057,u65e5u672cu8a9e,Spoken
4105,u65e5u672cu8a9e,Spoken
4327,u65e5u672cu8a9e,Spoken
5174,u65e5u672cu8a9e,Spoken
5550,u65e5u672cu8a9e,Spoken
6477,u65e5u672cu8a9e,Spoken
6972,u65e5u672cu8a9e,Spoken
8329,u65e5u672cu8a9e,Spoken
8338,u65e5u672cu8a9e,Spoken
8814,u65e5u672cu8a9e,Spoken
8859,u65e5u672cu8a9e,Spoken
8960,u65e5u672cu8a9e,Spoken
9008,u65e5u672cu8a9e,Spoken
9315,u65e5u672cu8a9e,Spoken
9339,u65e5u672cu8a9e,Spoken
9352,u65e5u672cu8a9e,Spoken
9366,u65e5u672cu8a9e,Spoken
9486,u65e5u672cu8a9e,Spoken
9615,u65e5u672cu8a9e,Spoken
9870,u65e5u672cu8a9e,Spoken
9947,u65e5u672cu8a9e,Spoken
10428,u65e5u672cu8a9e,Spoken
10431,u65e5u672cu8a9e,Spoken
10643,u65e5u672cu8a9e,Spoken
11165,u65e5u672cu8a9e,Spoken
11519,u65e5u672cu8a9e,Spoken
11667,u65e5u672cu8a9e,Spoken
12100,u65e5u672cu8a9e,Spoken
13154,u65e5u672cu8a9e,Spoken
13435,u65e5u672cu8a9e,Spoken
13483,u65e5u672cu8a9e,Spoken
13922,u65e5u672cu8a9e,Spoken
14164,u65e5u672cu8a9e,Spoken
21345,u65e5u672cu8a9e,Spoken
21755,u65e5u672cu8a9e,Spoken
22970,u65e5u672cu8a9e,Spoken
27205,u65e5u672cu8a9e,Spoken
28178,u65e5u672cu8a9e,Spoken
34647,u65e5u672cu8a9e,Spoken
35791,u65e5u672cu8a9e,Spoken
43434,u65e5u672cu8a9e,Spoken
49013,u65e5u672cu8a9e,Spoken
50359,u65e5u672cu8a9e,Spoken
61984,u65e5u672cu8a9e,Spoken
64686,u65e5u672cu8a9e,Spoken
87827,u65e5u672cu8a9e,Spoken
110415,u65e5u672cu8a9e,Spoken
152532,u65e5u672cu8a9e,Spoken
179144,u65e5u672cu8a9e,Spoken
227306,u65e5u672cu8a9e,Spoken
24,Franu00e7ais,Spoken
28,Franu00e7ais,Spoken
75,Franu00e7ais,Spoken
76,Franu00e7ais,Spoken
80,Franu00e7ais,Spoken
137,Franu00e7ais,Spoken
163,Franu00e7ais,Spoken
179,Franu00e7ais,Spoken
194,Franu00e7ais,Spoken
197,Franu00e7ais,Spoken
205,Franu00e7ais,Spoken
223,Franu00e7ais,Spoken
231,Franu00e7ais,Spoken
252,Franu00e7ais,Spoken
268,Franu00e7ais,Spoken
289,Franu00e7ais,Spoken
